gene	score	wave62_call	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	broad_positive_disease_count	broad_positive_fdr10_compartment_count	broad_positive_diseases	chembl_target_id	druggable_activity_count	manual_blocker	prior_context_blocker	wave103_call	genetics_gate	cellstate_gate	reachable_gate	unblocked_gate	promote	blockers
APIP	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	3	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CAST	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		2	AS;Psoriasis	0.0	0.0	1	0	ulcerative colitis		0	nan	nan	NO_GO_NO_CROSS_DISEASE_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
JAZF1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GPR132	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL17RA	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Psoriasis	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CARD9	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	AS	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	prior_branch_blocker_or_directionality_unresolved	NO_GO_PRIOR_OR_SAFETY_BLOCKED	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
IQGAP1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IKZF2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IRGM	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NEU4	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	UC	1	UC	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GTF2I	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ST8SIA4	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TYR	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NXPE1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	UC	1	UC	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DSG2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Crohn	0.0895446315407753	0.0	2	0	type 1 diabetes mellitus;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GLS	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ATP6V1G1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Crohn	0.0	0.0	2	0	Sjogren syndrome;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
GCFC2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	RA	0.0	0.0	2	0	Crohn disease;Sjogren syndrome		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
POU2F3	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LRRC43	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CEBPG	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TSPAN14	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PDE4C	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	MS	0.1478329002857208	0.9816504690572548	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL13	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DHCR7	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	MS	0.3729485869407654	0.902768476881502	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PIM3	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	UC	0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
NFKBIA	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FOSL2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
HSD17B1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	UC	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
KDM5B	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RORC	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	UC	1	UC	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EPS15L1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	MS	0.481090635061264	0.8364283308441586	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
UBAP2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
APOBR	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RNF123	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Crohn	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
STAT2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Psoriasis	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
NELL1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	AITD	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC60A2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EXOC2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PSMD5	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL1F10	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NFATC2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL10RB	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	SLE	0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
FKRP	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	T1D	0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
RSRP1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CNPY2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Psoriasis	0.0	0.0	2	0	Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
IFNLR1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ATG16L1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	prior_branch_blocker_or_directionality_unresolved	NO_GO_PRIOR_OR_SAFETY_BLOCKED	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TRAF1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MANBA	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	PBC	1	PBC	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KLRC3	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ULK3	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Celiac	0.0	0.0	2	0	Crohn disease;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
TSPAN31	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	MS	0.0588722378015518	0.9633665137940182	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CHUK	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Psoriasis	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_NO_MS_ANCHOR	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
C1orf122	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	SLE	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan		False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
CLNK	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ILRUN	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	SLE	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PHF19	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	RA	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
FOXO1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC25A19	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	SLE	0.0	0.0	2	0	psoriasis;type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
RPS6KB1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	MS	0.0879382044076919	0.9121039188313452	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
COASY	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Psoriasis	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
INS	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARHGEF17	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SWAP70	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
POU3F1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ATP5MG	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	RA	0.0	0.0	2	0	Sjogren syndrome;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRKD2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
BLTP3A	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Celiac	1	SLE	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IGF1R	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Sjogren	1	Celiac	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NTMT2	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	UC	1	UC	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FIGNL1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	Psoriasis	0.0	0.0	1	1	type 1 diabetes mellitus		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
DDC	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Psoriasis	1	Psoriasis	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PHRF1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	SLE	0.0	0.0	2	0	Crohn disease;psoriasis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
PHC1	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TMEM50B	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	0		1	RA	0.0	0.0	2	0	Crohn disease;ulcerative colitis		0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	True	False	False	False	insufficient_cross_disease_ms_genetic_anchor;no_direct_druggable_modality;prior_or_local_no_go_blocker
VAPB	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PADI4	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	RA	1	RA	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZNF831	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SIRPG	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	T1D	1	T1D	0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GCKR	0.5	NO_GO_WAVE62_TARGET_RESOLUTION	1	Crohn	1	Crohn	0.0	0.0	0	0			0	nan	nan	NO_GO_NO_MS_ANCHOR	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
