dataset	gene	sgRNA	gate	low_vs_high_log2
GSE162463	Smim10l1	Smim10l1_sg3	PDL1	0.2321187131955718
GSE162463	Siae	Siae_sg4	MHCII	-3.1763407410814257
GSE162463	Siae	Siae_sg4	CD40	-0.7373106254256523
GSE162463	Siae	Siae_sg4	PDL1	1.3021274263487261
GSE162463	Hnrnpa3	Hnrnpa3_sg3	MHCII	1.9307472467457076
GSE162463	Hnrnpa3	Hnrnpa3_sg3	CD40	-0.12611401916097376
GSE162463	Hnrnpa3	Hnrnpa3_sg3	PDL1	1.2455480959049448
GSE162463	Mmp13	Mmp13_sg2	MHCII	-3.5996449007875837
GSE162463	Mmp13	Mmp13_sg2	CD40	0.7492394916464655
GSE162463	Mmp13	Mmp13_sg2	PDL1	4.918423222115892
GSE162463	AI597479	AI597479_sg2	MHCII	0.4185800594091462
GSE162463	AI597479	AI597479_sg2	CD40	-0.463078114509771
GSE162463	AI597479	AI597479_sg2	PDL1	-0.05232434702822429
GSE162463	Ercc6l2	Ercc6l2_sg4	MHCII	0.31244217557247844
GSE162463	Ercc6l2	Ercc6l2_sg4	CD40	-0.21943663751178558
GSE162463	Ercc6l2	Ercc6l2_sg4	PDL1	0.4914763464912719
GSE162463	Cyp2d10	Cyp2d10_sg2	MHCII	-2.167285234544927
GSE162463	Cyp2d10	Cyp2d10_sg2	CD40	0.9888709602372254
GSE162463	Cyp2d10	Cyp2d10_sg2	PDL1	0.41613769128558775
GSE162463	Slamf9	Slamf9_sg4	MHCII	1.633507681011832
GSE162463	Slamf9	Slamf9_sg4	CD40	0.09939196555150152
GSE162463	Slamf9	Slamf9_sg4	PDL1	0.42016482119285253
GSE162463	Mfge8	Mfge8_sg2	MHCII	-0.4059232249782658
GSE162463	Mfge8	Mfge8_sg2	CD40	-0.1748592161431883
GSE162463	Mfge8	Mfge8_sg2	PDL1	2.3675938840288104
GSE162463	Nlrc5	Nlrc5_sg3	MHCII	0.24721100046997777
GSE162463	Nlrc5	Nlrc5_sg3	CD40	-0.8817232795267879
GSE162463	Nlrc5	Nlrc5_sg3	PDL1	-0.6636445319551125
GSE162463	Itgb1bp1	Itgb1bp1_sg2	MHCII	-0.24907129410820067
GSE162463	Itgb1bp1	Itgb1bp1_sg2	CD40	0.05775023148952784
GSE162463	Itgb1bp1	Itgb1bp1_sg2	PDL1	-3.5547682536377043
GSE162463	Chka	Chka_sg2	MHCII	-1.120596676800727
GSE162463	Chka	Chka_sg2	CD40	-1.268079942703637
GSE162463	Chka	Chka_sg2	PDL1	-2.2403921545764653
GSE162463	Ssh2	Ssh2_sg3	MHCII	0.36129959911024717
GSE162463	Ssh2	Ssh2_sg3	CD40	1.4334335152928777
GSE162463	Ssh2	Ssh2_sg3	PDL1	-0.40802850370598376
GSE162463	Rab11a	Rab11a_sg3	MHCII	0.9717784893985546
GSE162463	Rab11a	Rab11a_sg3	CD40	0.36511405103148414
GSE162463	Rab11a	Rab11a_sg3	PDL1	-1.163309519827065
GSE162463	Elk3	Elk3_sg3	MHCII	-2.432947023060405
GSE162463	Elk3	Elk3_sg3	CD40	1.650734077137253
GSE162463	Elk3	Elk3_sg3	PDL1	-2.189921817743364
GSE162463	Cyp2c37	Cyp2c37_sg3	MHCII	-1.168887948795953
GSE162463	Cyp2c37	Cyp2c37_sg3	CD40	-0.1605021958332948
GSE162463	Cyp2c37	Cyp2c37_sg3	PDL1	0.4143359206381592
GSE162463	Eogt	Eogt_sg1	MHCII	1.4149899702498434
GSE162463	Eogt	Eogt_sg1	CD40	0.34184049603977673
GSE162463	Eogt	Eogt_sg1	PDL1	0.02441581730526241
GSE162463	Tfap4	Tfap4_sg1	MHCII	2.0850970973381493
GSE162463	Tfap4	Tfap4_sg1	CD40	1.5568379189759844
GSE162463	Tfap4	Tfap4_sg1	PDL1	0.9365195925873883
GSE162463	Ung	Ung_sg4	MHCII	0.13330201962359903
GSE162463	Ung	Ung_sg4	CD40	0.2294118524543708
GSE162463	Ung	Ung_sg4	PDL1	0.021493850949103024
GSE162463	Exosc1	Exosc1_sg3	MHCII	1.965927848159089
GSE162463	Exosc1	Exosc1_sg3	CD40	-0.37512463294819987
GSE162463	Exosc1	Exosc1_sg3	PDL1	-1.5890434698821883
GSE162463	Phgdh	Phgdh_sg3	MHCII	-0.5898686646286659
GSE162463	Phgdh	Phgdh_sg3	CD40	-0.8224996364362385
GSE162463	Phgdh	Phgdh_sg3	PDL1	-1.1225473745438752
GSE162463	Plxnb3	Plxnb3_sg2	MHCII	0.2665204422729575
GSE162463	Plxnb3	Plxnb3_sg2	CD40	-0.5883281236251441
GSE162463	Plxnb3	Plxnb3_sg2	PDL1	-0.058770142340202405
GSE162463	Casc3	Casc3_sg2	MHCII	4.119468461334527
GSE162463	Casc3	Casc3_sg2	CD40	-2.669601168353895
GSE162463	Casc3	Casc3_sg2	PDL1	0.3219212295107417
GSE162463	Fam3c	Fam3c_sg1	MHCII	0.016613649407687028
GSE162463	Fam3c	Fam3c_sg1	CD40	-1.3262591513304682
GSE162463	Fam3c	Fam3c_sg1	PDL1	0.7899296516840233
GSE162463	Lancl2	Lancl2_sg4	MHCII	-0.6489334169896313
GSE162463	Lancl2	Lancl2_sg4	CD40	-1.4068854330367726
GSE162463	Lancl2	Lancl2_sg4	PDL1	-0.5518969200242749
GSE162463	Ccpg1os	Ccpg1os_sg1	MHCII	-0.9255808780524984
GSE162463	Ccpg1os	Ccpg1os_sg1	CD40	0.11844520931514424
GSE162463	Ccpg1os	Ccpg1os_sg1	PDL1	1.115864595581987
GSE162463	Control	BRDN0000738375	MHCII	-0.5366800077325824
GSE162463	Control	BRDN0000738375	CD40	0.4837213233308183
GSE162463	Control	BRDN0000738375	PDL1	0.81306367476948
GSE162463	Ankrd54	Ankrd54_sg4	MHCII	0.136430673238737
GSE162463	Ankrd54	Ankrd54_sg4	CD40	-0.5918344265247201
GSE162463	Ankrd54	Ankrd54_sg4	PDL1	-1.1548864573688
GSE162463	Kcnq1	Kcnq1_sg2	MHCII	-1.3413918200722637
GSE162463	Kcnq1	Kcnq1_sg2	CD40	2.1995764987737387
GSE162463	Kcnq1	Kcnq1_sg2	PDL1	0.603004000037787
GSE162463	Pgls	Pgls_sg1	MHCII	0.2811370832762501
GSE162463	Pgls	Pgls_sg1	CD40	0.4910235075134379
GSE162463	Pgls	Pgls_sg1	PDL1	0.0693178873041012
GSE162463	Epb41l4a	Epb41l4a_sg4	MHCII	-0.6710706832747741
GSE162463	Epb41l4a	Epb41l4a_sg4	CD40	-0.6072136207784861
GSE162463	Epb41l4a	Epb41l4a_sg4	PDL1	0.3816645036936585
GSE162463	Kbtbd11	Kbtbd11_sg4	MHCII	-0.343929072562985
GSE162463	Kbtbd11	Kbtbd11_sg4	CD40	0.5548641595892885
GSE162463	Kbtbd11	Kbtbd11_sg4	PDL1	0.20441002416256826
GSE162463	Fundc1	Fundc1_sg1	MHCII	0.0010101477451041707
GSE162463	Fundc1	Fundc1_sg1	CD40	1.7606760752541402
GSE162463	Fundc1	Fundc1_sg1	PDL1	0.7666846948123734
GSE162463	Cyp2c29	Cyp2c29_sg1	MHCII	-1.4818636473699913
GSE162463	Cyp2c29	Cyp2c29_sg1	CD40	-0.11412792330778446
GSE162463	Cyp2c29	Cyp2c29_sg1	PDL1	-0.264865819562658
GSE162463	Rab8a	Rab8a_sg2	MHCII	1.8857646668309198
GSE162463	Rab8a	Rab8a_sg2	CD40	-0.20858054225330996
GSE162463	Rab8a	Rab8a_sg2	PDL1	2.5010268509588274
GSE162463	Ston2	Ston2_sg2	MHCII	0.051301950971454166
GSE162463	Ston2	Ston2_sg2	CD40	-1.291508530024888
GSE162463	Ston2	Ston2_sg2	PDL1	1.6527825032929815
GSE162463	Tmem42	Tmem42_sg3	MHCII	-1.9939256744358826
GSE162463	Tmem42	Tmem42_sg3	CD40	-0.3603676130235838
GSE162463	Tmem42	Tmem42_sg3	PDL1	-0.20179983499572632
GSE162463	Olfr56	Olfr56_sg1	MHCII	0.043159653238516615
GSE162463	Olfr56	Olfr56_sg1	CD40	0.9502810114918849
GSE162463	Olfr56	Olfr56_sg1	PDL1	-2.4037747191226546
GSE162463	Pcbp4	Pcbp4_sg2	MHCII	-1.6933195497136497
GSE162463	Pcbp4	Pcbp4_sg2	CD40	0.24157256918684664
GSE162463	Pcbp4	Pcbp4_sg2	PDL1	0.0
GSE162463	Atp7b	Atp7b_sg3	MHCII	0.8043003682323698
GSE162463	Atp7b	Atp7b_sg3	CD40	-0.7420355197148938
GSE162463	Atp7b	Atp7b_sg3	PDL1	1.0152688780085588
GSE162463	Trim32	Trim32_sg2	MHCII	1.8810352759694344
GSE162463	Trim32	Trim32_sg2	CD40	0.1712941502170434
GSE162463	Trim32	Trim32_sg2	PDL1	-0.6845005668855952
GSE162463	Tm4sf1	Tm4sf1_sg1	MHCII	2.3755211153242834
GSE162463	Tm4sf1	Tm4sf1_sg1	CD40	-0.4470248983506808
GSE162463	Tm4sf1	Tm4sf1_sg1	PDL1	-3.151653421774319
GSE162463	Smo	Smo_sg3	MHCII	0.5285171267958317
GSE162463	Smo	Smo_sg3	CD40	-5.246121851895225
GSE162463	Smo	Smo_sg3	PDL1	-1.2177502975873236
GSE162463	Zfp40	Zfp40_sg3	MHCII	0.21519462851624996
GSE162463	Zfp40	Zfp40_sg3	CD40	-0.1294819039088238
GSE162463	Zfp40	Zfp40_sg3	PDL1	-1.2325401332955996
GSE162463	E2f7	E2f7_sg2	MHCII	-0.720404075577627
GSE162463	E2f7	E2f7_sg2	CD40	0.5472861494385342
GSE162463	E2f7	E2f7_sg2	PDL1	-0.3620291357781797
GSE162463	Pknox1	Pknox1_sg3	MHCII	-0.21094340720263538
GSE162463	Pknox1	Pknox1_sg3	CD40	-0.39288563481524114
GSE162463	Pknox1	Pknox1_sg3	PDL1	-0.12486091601608322
GSE162463	Cdca7	Cdca7_sg4	MHCII	2.4026818812617936
GSE162463	Cdca7	Cdca7_sg4	CD40	0.2586220917275768
GSE162463	Cdca7	Cdca7_sg4	PDL1	-1.3587631558896067
GSE162463	Sptbn2	Sptbn2_sg4	MHCII	0.2646779394114504
GSE162463	Sptbn2	Sptbn2_sg4	CD40	-0.31203259776773096
GSE162463	Sptbn2	Sptbn2_sg4	PDL1	3.382562569704292
GSE162463	Pdrg1	Pdrg1_sg4	MHCII	-1.525569174061797
GSE162463	Pdrg1	Pdrg1_sg4	CD40	-5.410255495824709
GSE162463	Pdrg1	Pdrg1_sg4	PDL1	2.8461049583091578
GSE162463	Mettl7b	Mettl7b_sg1	MHCII	-1.2776607114792842
GSE162463	Mettl7b	Mettl7b_sg1	CD40	-0.8314068798687271
GSE162463	Mettl7b	Mettl7b_sg1	PDL1	1.8287776923721788
GSE162463	Yipf7	Yipf7_sg1	MHCII	0.10268079105731408
GSE162463	Yipf7	Yipf7_sg1	CD40	-0.6019951488471071
GSE162463	Yipf7	Yipf7_sg1	PDL1	0.5950078250773888
GSE162463	Me1	Me1_sg3	MHCII	2.658865848118864
GSE162463	Me1	Me1_sg3	CD40	-0.25912533747516786
GSE162463	Me1	Me1_sg3	PDL1	-0.20754857677352562
GSE162463	Smim7	Smim7_sg1	MHCII	-2.4754783522345445
GSE162463	Smim7	Smim7_sg1	CD40	-0.2816642297978192
GSE162463	Smim7	Smim7_sg1	PDL1	0.7538312835749419
GSE162463	Lysmd3	Lysmd3_sg4	MHCII	0.7623609062882737
GSE162463	Lysmd3	Lysmd3_sg4	CD40	0.7323341774780223
GSE162463	Lysmd3	Lysmd3_sg4	PDL1	-1.8593216654665412
GSE162463	Cd69	Cd69_sg1	MHCII	-0.07821960810934932
GSE162463	Cd69	Cd69_sg1	CD40	-0.8504504861683346
GSE162463	Cd69	Cd69_sg1	PDL1	-0.5790399986669127
GSE162463	Asb1	Asb1_sg1	MHCII	-0.3318803281531323
GSE162463	Asb1	Asb1_sg1	CD40	-0.3850007911138022
GSE162463	Asb1	Asb1_sg1	PDL1	0.3328967284601589
GSE162463	Plek	Plek_sg4	MHCII	0.5924694776675393
GSE162463	Plek	Plek_sg4	CD40	1.1322993572015423
GSE162463	Plek	Plek_sg4	PDL1	0.13182175835438306
GSE162463	Fhl4	Fhl4_sg3	MHCII	-0.44177875392702015
GSE162463	Fhl4	Fhl4_sg3	CD40	0.001001228241321498
GSE162463	Fhl4	Fhl4_sg3	PDL1	-0.9780953925513026
GSE162463	Syngap1	Syngap1_sg3	MHCII	-0.34556989957156103
GSE162463	Syngap1	Syngap1_sg3	CD40	0.04057578387313462
GSE162463	Syngap1	Syngap1_sg3	PDL1	0.66158764385639
GSE162463	Dctd	Dctd_sg1	MHCII	0.7055348701824907
GSE162463	Dctd	Dctd_sg1	CD40	2.5199228387801687
GSE162463	Dctd	Dctd_sg1	PDL1	0.31122314394906453
GSE162463	Jak1	Jak1_sg2	MHCII	3.1032256223921064
GSE162463	Jak1	Jak1_sg2	CD40	5.308857960567194
GSE162463	Jak1	Jak1_sg2	PDL1	6.67783975713561
GSE162463	Mcfd2	Mcfd2_sg4	MHCII	0.3793783653692252
GSE162463	Mcfd2	Mcfd2_sg4	CD40	0.24220048041441922
GSE162463	Mcfd2	Mcfd2_sg4	PDL1	0.9765829262656405
GSE162463	Osgepl1	Osgepl1_sg3	MHCII	0.676441148490642
GSE162463	Osgepl1	Osgepl1_sg3	CD40	0.00829599761653952
GSE162463	Osgepl1	Osgepl1_sg3	PDL1	-1.3085504829661938
GSE162463	Olfr635	Olfr635_sg4	MHCII	-2.5494644495189567
GSE162463	Olfr635	Olfr635_sg4	CD40	-0.10293339412727645
GSE162463	Olfr635	Olfr635_sg4	PDL1	-0.7581721442990538
GSE162463	Trnp1	Trnp1_sg2	MHCII	0.08260642615750773
GSE162463	Trnp1	Trnp1_sg2	CD40	-1.3424535174762493
GSE162463	Trnp1	Trnp1_sg2	PDL1	-0.8154795283310158
GSE162463	Ung	Ung_sg3	MHCII	0.6659947543161463
GSE162463	Ung	Ung_sg3	CD40	0.81945931406466
GSE162463	Ung	Ung_sg3	PDL1	-0.5404673068756829
GSE162463	Csf1	Csf1_sg2	MHCII	0.5973254820812747
GSE162463	Csf1	Csf1_sg2	CD40	-1.073742842690055
GSE162463	Csf1	Csf1_sg2	PDL1	-2.533394591006306
GSE162463	Cers5	Cers5_sg4	MHCII	0.658910273068071
GSE162463	Cers5	Cers5_sg4	CD40	1.3315882228015514
GSE162463	Cers5	Cers5_sg4	PDL1	0.8633977773323386
GSE162463	Tmem17	Tmem17_sg3	MHCII	0.6019079926325607
GSE162463	Tmem17	Tmem17_sg3	CD40	0.893901763702397
GSE162463	Tmem17	Tmem17_sg3	PDL1	1.1497612048942651
GSE162463	Meaf6	Meaf6_sg3	MHCII	-1.002846437677176
GSE162463	Meaf6	Meaf6_sg3	CD40	-5.266851706882283
GSE162463	Meaf6	Meaf6_sg3	PDL1	-0.872928004389114
GSE162463	Ncaph2	Ncaph2_sg1	MHCII	-1.4338749376602444
GSE162463	Ncaph2	Ncaph2_sg1	CD40	1.6723465749653248
GSE162463	Ncaph2	Ncaph2_sg1	PDL1	3.3547093558067953
GSE162463	Cdca3	Cdca3_sg3	MHCII	0.981405900162874
GSE162463	Cdca3	Cdca3_sg3	CD40	-1.9410581926561465
GSE162463	Cdca3	Cdca3_sg3	PDL1	0.0
GSE162463	Stx12	Stx12_sg2	MHCII	-0.038489043804757234
GSE162463	Stx12	Stx12_sg2	CD40	-0.3577841808903993
GSE162463	Stx12	Stx12_sg2	PDL1	1.2185721308567328
GSE162463	Lgalsl	Lgalsl_sg4	MHCII	0.6709600376431203
GSE162463	Lgalsl	Lgalsl_sg4	CD40	0.34136157880719853
GSE162463	Lgalsl	Lgalsl_sg4	PDL1	0.135352791585978
GSE162463	Control	BRDN0000737847	MHCII	1.3973165710199673
GSE162463	Control	BRDN0000737847	CD40	-0.7832807565346664
GSE162463	Control	BRDN0000737847	PDL1	1.074631845248117
GSE162463	Nfkbil1	Nfkbil1_sg2	MHCII	-3.217633470142916
GSE162463	Nfkbil1	Nfkbil1_sg2	CD40	-0.19394363854453567
GSE162463	Nfkbil1	Nfkbil1_sg2	PDL1	-0.6532653093034193
GSE162463	Tmem268	Tmem268_sg1	MHCII	-0.8233669945603332
GSE162463	Tmem268	Tmem268_sg1	CD40	-0.5674408733958707
GSE162463	Tmem268	Tmem268_sg1	PDL1	0.0
GSE162463	Pgm5	Pgm5_sg1	MHCII	-1.0283663933180656
GSE162463	Pgm5	Pgm5_sg1	CD40	-0.5058357975563768
GSE162463	Pgm5	Pgm5_sg1	PDL1	0.12401921968283632
GSE162463	Slc23a2	Slc23a2_sg3	MHCII	-1.0646752159641317
GSE162463	Slc23a2	Slc23a2_sg3	CD40	0.11353691980738187
GSE162463	Slc23a2	Slc23a2_sg3	PDL1	0.2083014984617001
GSE162463	Ezh2	Ezh2_sg2	MHCII	-0.48559929636662685
GSE162463	Ezh2	Ezh2_sg2	CD40	-0.5349997672752829
GSE162463	Ezh2	Ezh2_sg2	PDL1	1.9539831779260557
GSE162463	H2-Ob	H2-Ob_sg3	MHCII	-0.6168098132079403
GSE162463	H2-Ob	H2-Ob_sg3	CD40	-0.06902680955027646
GSE162463	H2-Ob	H2-Ob_sg3	PDL1	0.2767220277775883
GSE162463	Zfp27	Zfp27_sg2	MHCII	-1.6127824998557936
GSE162463	Zfp27	Zfp27_sg2	CD40	1.2197735188317813
GSE162463	Zfp27	Zfp27_sg2	PDL1	-0.2564892744387348
GSE162463	Bloc1s5	Bloc1s5_sg1	MHCII	-0.36257271147205045
GSE162463	Bloc1s5	Bloc1s5_sg1	CD40	-0.534153545969692
GSE162463	Bloc1s5	Bloc1s5_sg1	PDL1	0.5762028568040483
GSE162463	Tgfbr2	Tgfbr2_sg3	MHCII	1.8365024820924503
GSE162463	Tgfbr2	Tgfbr2_sg3	CD40	-0.19241633266622651
GSE162463	Tgfbr2	Tgfbr2_sg3	PDL1	-1.7010164655780182
GSE162463	Zbed6	Zbed6_sg1	MHCII	3.4775218738344433
GSE162463	Zbed6	Zbed6_sg1	CD40	0.72186854341235
GSE162463	Zbed6	Zbed6_sg1	PDL1	0.8268274658864251
GSE162463	Zfp945	Zfp945_sg2	MHCII	-1.353564814064238
GSE162463	Zfp945	Zfp945_sg2	CD40	0.2760042619801655
GSE162463	Zfp945	Zfp945_sg2	PDL1	-0.5976640627190541
GSE162463	Eno4	Eno4_sg3	MHCII	0.9762938251889195
GSE162463	Eno4	Eno4_sg3	CD40	-0.8437376000331543
GSE162463	Eno4	Eno4_sg3	PDL1	-1.6539490750960057
GSE162463	Fyn	Fyn_sg1	MHCII	-0.3568562568528464
GSE162463	Fyn	Fyn_sg1	CD40	-0.2770590709618874
GSE162463	Fyn	Fyn_sg1	PDL1	-1.0528301034117853
GSE162463	Control	BRDN0000737916	MHCII	-1.2334369503293814
GSE162463	Control	BRDN0000737916	CD40	-0.7137329627886911
GSE162463	Control	BRDN0000737916	PDL1	1.6706890734306883
GSE162463	Ifi207	Ifi207_sg4	MHCII	0.33413202776676443
GSE162463	Ifi207	Ifi207_sg4	CD40	-0.2755068443303644
GSE162463	Ifi207	Ifi207_sg4	PDL1	0.18921114303316752
GSE162463	Tmem234	Tmem234_sg1	MHCII	0.3868405285864594
GSE162463	Tmem234	Tmem234_sg1	CD40	1.2008736933420432
GSE162463	Tmem234	Tmem234_sg1	PDL1	-0.5401271271466328
GSE162463	Ell	Ell_sg2	MHCII	-1.8927572874123415
GSE162463	Ell	Ell_sg2	CD40	1.062658749797955
GSE162463	Ell	Ell_sg2	PDL1	0.14227073194659665
GSE162463	Shkbp1	Shkbp1_sg1	MHCII	1.137876191009442
GSE162463	Shkbp1	Shkbp1_sg1	CD40	-1.2831355650212621
GSE162463	Shkbp1	Shkbp1_sg1	PDL1	0.05188556817761932
GSE162463	Syt11	Syt11_sg4	MHCII	-0.9664378912423792
GSE162463	Syt11	Syt11_sg4	CD40	-0.5035690576006696
GSE162463	Syt11	Syt11_sg4	PDL1	0.0
GSE162463	Ifi203	Ifi203_sg2	MHCII	-1.1775359319283702
GSE162463	Ifi203	Ifi203_sg2	CD40	1.7275647334092235
GSE162463	Ifi203	Ifi203_sg2	PDL1	-0.31704552730643504
GSE162463	Adgrf3	Adgrf3_sg1	MHCII	0.4470255616582146
GSE162463	Adgrf3	Adgrf3_sg1	CD40	0.536084226298901
GSE162463	Adgrf3	Adgrf3_sg1	PDL1	-0.4476339500094376
GSE162463	Pkd1l2	Pkd1l2_sg2	MHCII	-0.06688813178080567
GSE162463	Pkd1l2	Pkd1l2_sg2	CD40	-0.4098937481964905
GSE162463	Pkd1l2	Pkd1l2_sg2	PDL1	-0.1288007822857017
GSE162463	Zfp800	Zfp800_sg3	MHCII	-1.1313413762425737
GSE162463	Zfp800	Zfp800_sg3	CD40	1.4717564717434806
GSE162463	Zfp800	Zfp800_sg3	PDL1	-1.3618931662618086
GSE162463	Haus2	Haus2_sg1	MHCII	1.4603217312562475
GSE162463	Haus2	Haus2_sg1	CD40	0.35473561306988033
GSE162463	Haus2	Haus2_sg1	PDL1	-0.22478967427781268
GSE162463	Zfp248	Zfp248_sg4	MHCII	0.6309331591638978
GSE162463	Zfp248	Zfp248_sg4	CD40	0.11790320319591796
GSE162463	Zfp248	Zfp248_sg4	PDL1	3.855953120998269
GSE162463	Control	BRDN0000737570	MHCII	-0.8672475918773832
GSE162463	Control	BRDN0000737570	CD40	1.8615738673964666
GSE162463	Control	BRDN0000737570	PDL1	-0.07385599077801142
GSE162463	Cyb5a	Cyb5a_sg3	MHCII	1.8517425791518347
GSE162463	Cyb5a	Cyb5a_sg3	CD40	5.905372179272156
GSE162463	Cyb5a	Cyb5a_sg3	PDL1	-5.598478058479937
GSE162463	Camk1	Camk1_sg4	MHCII	0.18217850760770418
GSE162463	Camk1	Camk1_sg4	CD40	-4.0024097266546095
GSE162463	Camk1	Camk1_sg4	PDL1	-1.4017624961569561
GSE162463	Arl5b	Arl5b_sg4	MHCII	2.012865441615213
GSE162463	Arl5b	Arl5b_sg4	CD40	0.7926238279441639
GSE162463	Arl5b	Arl5b_sg4	PDL1	-0.7098267855762188
GSE162463	Tut4	Tut4_sg4	MHCII	-1.5944538349490236
GSE162463	Tut4	Tut4_sg4	CD40	-1.239070176659206
GSE162463	Tut4	Tut4_sg4	PDL1	-1.9406508945658099
GSE162463	Dcp1a	Dcp1a_sg2	MHCII	-0.16312249297646625
GSE162463	Dcp1a	Dcp1a_sg2	CD40	-0.2320339309289124
GSE162463	Dcp1a	Dcp1a_sg2	PDL1	-0.8432072118677765
GSE162463	Cggbp1	Cggbp1_sg2	MHCII	-0.18294847483819424
GSE162463	Cggbp1	Cggbp1_sg2	CD40	0.14892418866562188
GSE162463	Cggbp1	Cggbp1_sg2	PDL1	0.426380081896831
GSE162463	Ankrd13a	Ankrd13a_sg1	MHCII	-0.019610011792546754
GSE162463	Ankrd13a	Ankrd13a_sg1	CD40	1.1909007571182355
GSE162463	Ankrd13a	Ankrd13a_sg1	PDL1	-0.3819885785451513
GSE162463	Enox2	Enox2_sg3	MHCII	2.465016330427247
GSE162463	Enox2	Enox2_sg3	CD40	1.286820156821196
GSE162463	Enox2	Enox2_sg3	PDL1	-2.8693152811784275
GSE162463	Card19	Card19_sg3	MHCII	-1.1619437797463192
GSE162463	Card19	Card19_sg3	CD40	-0.38426546915047793
GSE162463	Card19	Card19_sg3	PDL1	-0.5377380690299453
GSE162463	Gtf3c4	Gtf3c4_sg2	MHCII	-2.782755163052035
GSE162463	Gtf3c4	Gtf3c4_sg2	CD40	-0.8775839362087559
GSE162463	Gtf3c4	Gtf3c4_sg2	PDL1	0.6530369177940101
GSE162463	Slc35a5	Slc35a5_sg4	MHCII	1.1137881021803304
GSE162463	Slc35a5	Slc35a5_sg4	CD40	0.3504657388646126
GSE162463	Slc35a5	Slc35a5_sg4	PDL1	-0.5898134193053113
GSE162463	Syne4	Syne4_sg1	MHCII	-2.217263225565465
GSE162463	Syne4	Syne4_sg1	CD40	0.5906070540896234
GSE162463	Syne4	Syne4_sg1	PDL1	0.2798452492869834
GSE162463	Cd83	Cd83_sg4	MHCII	-1.324971266932208
GSE162463	Cd83	Cd83_sg4	CD40	-0.30096233942035966
GSE162463	Cd83	Cd83_sg4	PDL1	-0.2155568534026675
GSE162463	Prkaca	Prkaca_sg4	MHCII	0.3822092640515609
GSE162463	Prkaca	Prkaca_sg4	CD40	-0.26182248887677567
GSE162463	Prkaca	Prkaca_sg4	PDL1	1.8656701216841765
GSE162463	Kif9	Kif9_sg2	MHCII	-2.2539083362537733
GSE162463	Kif9	Kif9_sg2	CD40	0.9745286839958329
GSE162463	Kif9	Kif9_sg2	PDL1	-0.4608827056180316
GSE162463	Col12a1	Col12a1_sg3	MHCII	-0.8731805975829069
GSE162463	Col12a1	Col12a1_sg3	CD40	-0.914338368786968
GSE162463	Col12a1	Col12a1_sg3	PDL1	1.4510742090646322
GSE162463	Zfp282	Zfp282_sg1	MHCII	0.33627298543000167
GSE162463	Zfp282	Zfp282_sg1	CD40	-0.3477850027632698
GSE162463	Zfp282	Zfp282_sg1	PDL1	0.6983946542056131
GSE162463	Prorsd1	Prorsd1_sg1	MHCII	-0.897657984921691
GSE162463	Prorsd1	Prorsd1_sg1	CD40	-0.37821597710390686
GSE162463	Prorsd1	Prorsd1_sg1	PDL1	-0.8827029139744772
GSE162463	Zbtb12	Zbtb12_sg1	MHCII	0.6045821822399209
GSE162463	Zbtb12	Zbtb12_sg1	CD40	-1.6942264888564176
GSE162463	Zbtb12	Zbtb12_sg1	PDL1	1.2098069975171986
GSE162463	Syt11	Syt11_sg1	MHCII	1.6651010381369131
GSE162463	Syt11	Syt11_sg1	CD40	1.2607145203258958
GSE162463	Syt11	Syt11_sg1	PDL1	0.1578371210254415
GSE162463	Ttll4	Ttll4_sg3	MHCII	-0.17253032124327353
GSE162463	Ttll4	Ttll4_sg3	CD40	-3.0668290574373733
GSE162463	Ttll4	Ttll4_sg3	PDL1	-0.3709927691187518
GSE162463	Pcdhgb2	Pcdhgb2_sg1	MHCII	0.6578151657075709
GSE162463	Pcdhgb2	Pcdhgb2_sg1	CD40	-0.4893150189047718
GSE162463	Pcdhgb2	Pcdhgb2_sg1	PDL1	-0.3810894548588585
GSE162463	Control	BRDN0000737905	MHCII	-0.01704559694273129
GSE162463	Control	BRDN0000737905	CD40	-0.12926336340191924
GSE162463	Control	BRDN0000737905	PDL1	-0.05211342669139469
GSE162463	Fxyd2	Fxyd2_sg4	MHCII	-1.4736827484475035
GSE162463	Fxyd2	Fxyd2_sg4	CD40	0.6607931009576778
GSE162463	Fxyd2	Fxyd2_sg4	PDL1	0.06490857192711295
GSE162463	Anxa9	Anxa9_sg3	MHCII	-1.869866100439022
GSE162463	Anxa9	Anxa9_sg3	CD40	-0.28903457463771665
GSE162463	Anxa9	Anxa9_sg3	PDL1	-0.1056735126060334
GSE162463	Wtap	Wtap_sg4	MHCII	1.6672191090736774
GSE162463	Wtap	Wtap_sg4	CD40	0.16174327561037444
GSE162463	Wtap	Wtap_sg4	PDL1	1.1685727555564183
GSE162463	Heca	Heca_sg2	MHCII	1.7969704219494627
GSE162463	Heca	Heca_sg2	CD40	-3.6475176055695515
GSE162463	Heca	Heca_sg2	PDL1	1.2997358787663214
GSE162463	Sltm	Sltm_sg2	MHCII	-0.15411847795508204
GSE162463	Sltm	Sltm_sg2	CD40	1.0527456007491787
GSE162463	Sltm	Sltm_sg2	PDL1	0.0
GSE162463	Tada2b	Tada2b_sg3	MHCII	-0.6930866647575911
GSE162463	Tada2b	Tada2b_sg3	CD40	0.5751476424747237
GSE162463	Tada2b	Tada2b_sg3	PDL1	-0.8736533785597799
