gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood
AC104393.1	2	0	0	0	0	0	0										False
AC104407.1	3	1	0	0	0	1	0	Crohn disease		0.023872535350195765	0.22033988357509898	0.6756702804396956	1.6275544159432513			ibd_crohn_epithelial:0.676,p=0.024	False
AC104423.1	2	0	0	0	0	0	0										False
AC104435.2	3	0	1	0	0	0	1		psoriasis					0.029787651475476167	-0.46427534951655924		False
AC104452.1	2	0	0	0	0	0	0										False
AC104454.2	3	0	0	0	0	0	0										False
AC104457.2	1	0	0	0	0	0	0										False
AC104458.1	4	0	0	0	0	0	0										False
AC104461.1	3	0	0	0	0	0	0										False
AC104462.1	1	0	0	0	0	0	0										False
AC104463.2	4	0	0	0	0	0	0										False
AC104472.3	2	0	0	0	0	0	0										False
AC104506.1	9	0	0	0	0	0	0										False
AC104521.1	4	0	0	0	0	0	0										False
AC104532.2	8	0	0	0	0	0	0										False
AC104534.1	4	0	1	0	0	0	1		ulcerative colitis					0.03782430824970835	-0.8211553327257312		False
AC104561.1	2	0	0	0	0	0	0										False
AC104564.1	2	0	0	0	0	0	0										False
AC104564.2	2	0	0	0	0	0	0										False
AC104564.3	3	0	0	0	0	0	0										False
AC104564.4	1	0	0	0	0	0	0										False
AC104564.5	3	0	0	0	0	0	0										False
AC104590.1	6	0	0	0	0	0	0										False
AC104596.1	7	1	1	0	0	1	1	Crohn disease	ulcerative colitis	0.011941644506326865	0.17705139484657048	0.8546613646859572	1.633758062847111	0.029644717519964007	-0.585459686064583	ibd_crohn_epithelial:0.855,p=0.012	False
AC104623.1	3	0	0	0	0	0	0										False
AC104653.1	6	0	0	0	0	0	0										False
AC104662.1	4	0	0	0	0	0	0										False
AC104663.1	3	0	0	0	0	0	0										False
AC104667.1	2	0	0	0	0	0	0										False
AC104667.2	4	0	0	0	0	0	0										False
AC104688.1	3	0	0	0	0	0	0										False
AC104695.1	1	0	0	0	0	0	0										False
AC104695.2	5	0	0	0	0	0	0										False
AC104695.3	9	0	0	0	0	0	0										False
AC104699.1	2	0	0	0	0	0	0										False
AC104758.2	3	0	0	0	0	0	0										False
AC104758.4	2	0	0	0	0	0	0										False
AC104770.1	3	0	0	0	0	0	0										False
AC104777.1	2	0	0	0	0	0	0										False
AC104785.1	3	0	0	0	0	0	0										False
AC104791.1	2	0	0	0	0	0	0										False
AC104794.2	9	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.011481240853410951	-0.9813722111521717		False
AC104794.3	1	0	0	0	0	0	0										False
AC104794.4	5	0	0	0	0	0	0										False
AC104803.1	2	0	0	0	0	0	0										False
AC104806.2	5	0	0	0	0	0	0										False
AC104809.1	2	0	0	0	0	0	0										False
AC104809.2	3	0	0	0	0	0	0										False
AC104823.1	3	0	0	0	0	0	0										False
AC104825.1	9	0	0	0	0	0	0										False
AC104827.1	1	0	0	0	0	0	0										False
AC104836.1	3	0	0	0	0	0	0										False
AC104938.1	7	0	0	0	0	0	0										False
AC104958.1	2	0	0	0	0	0	0										False
AC104958.2	3	0	0	0	0	0	0										False
AC104964.1	2	0	0	0	0	0	0										False
AC104964.3	3	0	0	0	0	0	0										False
AC104964.4	4	0	0	0	0	0	0										False
AC104971.1	3	1	0	0	0	1	0	psoriasis		0.03473793859289051	0.4011776855304397	0.3691600634212231	2.154448162328015			psoriasis_keratinocyte:0.369,p=0.035	False
AC104982.1	3	0	0	0	0	0	0										False
AC104984.1	3	0	0	0	0	0	0										False
AC104984.2	3	0	0	0	0	0	0										False
AC104984.3	8	0	0	0	0	0	0										False
AC104984.4	2	0	0	0	0	0	0										False
AC104984.5	3	1	0	0	0	1	0	psoriasis		0.04578781452637376	0.4067867496825199	0.27319524647473725	1.9504777009099095			psoriasis_keratinocyte:0.273,p=0.046	False
AC104984.6	1	0	0	0	0	0	0										False
AC104985.2	1	0	0	0	0	0	0										False
AC104986.2	9	0	1	0	0	0	1		ulcerative colitis					0.010743670196958342	-1.7379530938527146		False
AC104996.1	1	0	0	0	0	0	0										False
AC105020.1	6	0	1	0	0	0	1		psoriasis					0.0453840357798177	-0.36335771090804314		False
AC105020.2	3	0	0	0	0	0	0										False
AC105020.3	3	0	1	0	0	0	1		psoriasis					0.025232162093380053	-1.796056790252393		False
AC105020.4	2	0	0	0	0	0	0										False
AC105020.5	5	0	1	0	0	0	1		ulcerative colitis					0.03593513270998795	-0.2176757822506485		False
AC105020.6	6	0	1	0	1	0	1		ulcerative colitis					0.00030964734116169636	-1.64660226819183		False
AC105031.2	1	0	0	0	0	0	0										False
AC105036.3	3	0	0	0	0	0	0										False
AC105046.1	2	0	0	0	0	0	0										False
AC105052.4	3	0	0	0	0	0	0										False
AC105053.1	3	0	0	0	0	0	0										False
AC105094.1	3	0	0	0	0	0	0										False
AC105094.2	3	0	0	0	0	0	0										False
AC105105.1	6	0	1	0	0	0	1		ulcerative colitis					0.014522649524231842	-0.40653053370999936		False
AC105105.3	2	0	0	0	0	0	0										False
AC105114.2	1	0	0	0	0	0	0										False
AC105137.2	3	0	0	0	0	0	0										False
AC105150.1	1	0	0	0	0	0	0										False
AC105180.1	1	0	0	0	0	0	0										False
AC105206.1	1	0	0	0	0	0	0										False
AC105206.2	4	0	0	0	0	0	0										False
AC105206.3	1	0	0	0	0	0	0										False
AC105213.1	2	0	0	0	0	0	0										False
AC105219.1	3	0	0	0	0	0	0										False
AC105219.2	1	0	0	0	0	0	0										False
AC105219.3	1	0	0	0	0	0	0										False
AC105227.1	1	0	0	0	0	0	0										False
AC105233.5	3	0	0	0	0	0	0										False
AC105254.1	3	0	0	0	0	0	0										False
AC105271.1	2	0	0	0	0	0	0										False
AC105277.1	7	0	0	0	0	0	0										False
AC105285.1	8	0	0	0	0	0	0										False
AC105339.3	5	1	0	0	0	1	0	psoriasis		0.016106141043145887	0.3921590108107973	1.1876925388704238	2.613990736957906			psoriasis_keratinocyte:1.19,p=0.016	False
AC105343.1	1	0	0	0	0	0	0										False
AC105345.1	7	0	0	0	0	0	0										False
AC105345.2	3	0	0	0	0	0	0										False
AC105362.1	2	0	0	0	0	0	0										False
AC105383.1	3	0	0	0	0	0	0										False
AC105384.1	1	0	0	0	0	0	0										False
AC105389.2	2	0	0	0	0	0	0										False
AC105389.3	3	0	0	0	0	0	0										False
AC105390.1	1	0	0	0	0	0	0										False
AC105398.1	2	0	0	0	0	0	0										False
AC105402.3	3	1	0	0	0	1	0	psoriasis		0.011645401607030753	0.3849693710143581	0.4605786057983912	2.9170645840989664			psoriasis_keratinocyte:0.461,p=0.012	False
AC105411.1	5	1	0	0	0	1	0	psoriasis		0.01459662731782252	0.527871547606902	1.0672732848361282	3.3377065093353036			psoriasis_skin_stromal:1.07,p=0.015	False
AC105415.1	3	0	0	0	0	0	0										False
AC105430.1	2	0	0	0	0	0	0										False
AC105446.1	9	0	0	0	0	0	0										False
AC105760.1	4	0	0	0	0	0	0										False
AC105760.2	4	0	0	0	0	0	0										False
AC105935.2	2	0	0	0	0	0	0										False
AC105942.1	7	0	0	0	0	0	0										False
AC105999.1	3	0	0	0	0	0	0										False
AC106028.2	3	0	0	0	0	0	0										False
AC106028.3	3	0	0	0	0	0	0										False
AC106028.4	7	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0066170425539309585	0.1483597147130389	2.3778185329259736	2.089652960248219			ibd_crohn_epithelial:0.975,p=0.0066;ibd_crohn_myeloid:2.38,p=0.0086;psoriasis_keratinocyte:0.848,p=0.025;ibd_uc_myeloid:1.34,p=0.045	False
AC106037.1	2	0	0	0	0	0	0										False
AC106037.2	5	0	0	0	0	0	0										False
AC106038.1	4	0	0	0	0	0	0										False
AC106047.1	4	0	0	0	0	0	0										False
AC106052.1	1	0	0	0	0	0	0										False
AC106053.1	1	0	0	0	0	0	0										False
AC106707.1	6	0	0	0	0	0	0										False
AC106738.1	3	0	1	0	0	0	1		psoriasis					0.02399836067022074	-0.9620693843785101		False
AC106738.2	2	0	0	0	0	0	0										False
AC106739.1	9	0	1	0	1	0	1		ulcerative colitis					0.0005636446235730315	-1.4148437189252774		False
AC106739.2	6	0	0	0	0	0	0										False
AC106744.1	3	0	0	0	0	0	0										False
AC106744.2	2	0	0	0	0	0	0										False
AC106745.1	2	0	0	0	0	0	0										False
AC106772.1	3	0	0	0	0	0	0										False
AC106772.2	1	0	0	0	0	0	0										False
AC106779.1	7	0	0	0	0	0	0										False
AC106782.1	3	0	0	0	0	0	0										False
AC106782.2	9	0	2	0	1	0	2		Crohn disease;ulcerative colitis					0.00011648060326415103	-1.8927183715838398		False
AC106782.6	6	0	0	0	0	0	0										False
AC106785.2	2	0	0	0	0	0	0										False
AC106786.1	1	0	0	0	0	0	0										False
AC106786.2	3	0	0	0	0	0	0										False
AC106791.1	9	1	0	0	0	1	0	psoriasis		0.011130373620134915	0.7297013371935511	1.447856519132217	3.0203972988346637			psoriasis_skin_apc:1.45,p=0.011	False
AC106791.2	1	0	0	0	0	0	0										False
AC106795.5	1	0	0	0	0	0	0										False
AC106798.1	2	0	0	0	0	0	0										False
AC106799.1	3	0	0	0	0	0	0										False
AC106799.2	3	0	0	0	0	0	0										False
AC106799.3	4	0	0	0	0	0	0										False
AC106801.1	2	0	0	0	0	0	0										False
AC106820.2	4	0	0	0	0	0	0										False
AC106820.4	3	0	0	0	0	0	0										False
AC106820.5	3	0	0	0	0	0	0										False
AC106858.1	2	0	0	0	0	0	0										False
AC106864.1	3	0	1	0	0	0	1		psoriasis					0.04434974607249282	-0.2996245592370608		False
AC106869.1	4	0	0	0	0	0	0										False
AC106872.12	2	0	0	0	0	0	0										False
AC106874.1	3	0	0	0	0	0	0										False
AC106875.2	2	0	0	0	0	0	0										False
AC106876.1	1	0	0	0	0	0	0										False
AC106881.1	5	1	0	0	0	1	0	Crohn disease		0.020535537222275718	0.533918143532941	1.3946489739908328	1.4900057412432097			ibd_crohn_stromal:1.39,p=0.021	False
AC106882.1	1	0	0	0	0	0	0										False
AC106886.2	3	0	0	0	0	0	0										False
AC106886.3	2	0	0	0	0	0	0										False
AC106886.5	5	1	0	0	0	1	0	Crohn disease		0.01812438509503795	0.2789718128725225	1.085303982796572	1.8417206906261692			ibd_crohn_myeloid:1.09,p=0.018	False
AC106892.1	3	0	0	0	0	0	0										False
AC106894.1	3	0	0	0	0	0	0										False
AC106895.1	1	0	0	0	0	0	0										False
AC106895.2	1	0	0	0	0	0	0										False
AC106897.1	5	0	0	0	0	0	0										False
AC106900.2	2	0	0	0	0	0	0										False
AC107021.1	2	0	0	0	0	0	0										False
AC107021.2	2	0	0	0	0	0	0										False
AC107027.1	5	0	0	0	0	0	0										False
AC107027.3	3	0	0	0	0	0	0										False
AC107029.1	3	0	0	0	0	0	0										False
AC107029.2	5	0	0	0	0	0	0										False
AC107031.1	1	0	0	0	0	0	0										False
AC107032.2	6	0	0	0	0	0	0										False
AC107057.1	2	0	0	0	0	0	0										False
AC107067.1	3	0	0	0	0	0	0										False
AC107068.1	8	2	0	0	0	2	0	psoriasis;ulcerative colitis		0.023601559621020837	0.290984477676716	1.520587721321137	1.896511624076835			ibd_uc_stromal:1.19,p=0.024;psoriasis_skin_apc:1.52,p=0.041	False
AC107068.2	3	0	0	0	0	0	0										False
AC107072.2	4	0	0	0	0	0	0										False
AC107079.1	1	0	0	0	0	0	0										False
AC107081.2	5	0	0	0	0	0	0										False
AC107204.1	3	0	0	0	0	0	0										False
AC107208.1	3	0	0	0	0	0	0										False
AC107214.1	6	0	0	0	0	0	0										False
AC107214.2	4	0	0	0	0	0	0										False
AC107220.1	3	0	0	0	0	0	0										False
AC107294.2	4	1	0	0	0	1	0	psoriasis		0.04959203904786753	0.41056214550781345	1.1124029115962422	1.9789773169518974			psoriasis_keratinocyte:1.11,p=0.05	False
AC107373.1	2	0	0	0	0	0	0										False
AC107373.2	1	0	0	0	0	0	0										False
AC107375.1	9	0	0	0	0	0	0										False
AC107396.1	3	0	0	0	0	0	0										False
AC107398.2	3	0	0	0	0	0	0										False
AC107398.3	2	0	0	0	0	0	0										False
AC107398.4	1	0	0	0	0	0	0										False
AC107419.1	3	0	0	0	0	0	0										False
AC107463.1	2	0	0	0	0	0	0										False
AC107464.1	1	0	0	0	0	0	0										False
AC107464.2	2	0	0	0	0	0	0										False
AC107464.3	8	0	1	0	0	0	1		ulcerative colitis					0.016862705743170524	-1.07267177160873		False
AC107871.1	6	0	0	0	0	0	0										False
AC107871.2	6	0	0	0	0	0	0										False
AC107882.1	3	0	0	0	0	0	0										False
AC107884.1	8	0	0	0	0	0	0										False
AC107884.2	1	0	0	0	0	0	0										False
AC107886.1	1	0	0	0	0	0	0										False
AC107896.1	1	0	0	0	0	0	0										False
AC107905.1	1	0	0	0	0	0	0										False
AC107952.2	7	0	1	0	0	0	1		ulcerative colitis					0.04401488640446145	-0.759266288151172		False
AC107958.2	4	0	0	0	0	0	0										False
AC107959.1	8	0	2	0	0	0	1		ulcerative colitis					0.024971430602391657	-1.2407951530628551		False
AC107959.2	5	0	1	0	0	0	1		ulcerative colitis					0.03310950372375547	-0.2081376087110757		False
AC107959.3	2	0	0	0	0	0	0										False
AC107959.4	6	0	0	0	0	0	0										False
AC107973.1	3	0	0	0	0	0	0										False
AC107976.1	2	0	0	0	0	0	0										False
AC107980.1	1	0	0	0	0	0	0										False
AC107982.3	9	0	0	0	0	0	0										False
AC108002.1	3	0	0	0	0	0	0										False
AC108010.1	3	0	0	0	0	0	0										False
AC108047.1	6	0	0	0	0	0	0										False
AC108058.1	6	0	0	0	0	0	0										False
AC108062.1	4	0	0	0	0	0	0										False
AC108063.1	2	0	0	0	0	0	0										False
AC108066.1	1	0	0	0	0	0	0										False
AC108067.1	3	0	0	0	0	0	0										False
AC108102.1	5	0	0	0	0	0	0										False
AC108112.1	2	1	0	0	0	1	0	psoriasis		0.0332277521750775	0.40019800162873154	0.2778870141323083	2.340712978765402			psoriasis_keratinocyte:0.278,p=0.033	False
AC108134.1	3	0	0	0	0	0	0										False
AC108134.2	9	0	0	0	0	0	0										False
AC108134.3	9	0	0	0	0	0	0										False
AC108134.4	3	0	0	0	0	0	0										False
AC108156.1	1	0	0	0	0	0	0										False
AC108159.1	2	0	0	0	0	0	0										False
AC108174.1	1	0	0	0	0	0	0										False
AC108210.1	3	0	0	0	0	0	0										False
AC108448.3	3	0	0	0	0	0	0										False
AC108449.1	4	0	0	0	0	0	0										False
AC108449.2	2	0	0	0	0	0	0										False
AC108449.3	1	0	0	0	0	0	0										False
AC108457.1	3	0	0	0	0	0	0										False
AC108463.2	1	0	0	0	0	0	0										False
AC108463.3	7	1	0	0	0	1	0	ulcerative colitis		0.020015646713530035	0.27289795297604413	1.6171340767420215	1.4965644239039946			ibd_uc_stromal:1.62,p=0.02	False
AC108467.1	3	0	0	0	0	0	0										False
AC108471.2	9	0	1	0	1	0	1		ulcerative colitis					4.922979829143928e-05	-1.384065723610033		False
AC108472.1	1	0	0	0	0	0	0										False
AC108477.1	1	0	0	0	0	0	0										False
AC108482.1	2	0	0	0	0	0	0										False
AC108488.1	9	0	1	0	0	0	1		Crohn disease					0.03313599869475016	-1.5770284556402956		False
AC108515.1	2	0	0	0	0	0	0										False
AC108516.2	3	0	0	0	0	0	0										False
AC108673.2	6	0	0	0	0	0	0										False
AC108673.3	9	0	0	0	0	0	0										False
AC108676.1	3	0	0	0	0	0	0										False
AC108681.1	2	0	0	0	0	0	0										False
AC108693.2	3	0	0	0	0	0	0										False
AC108704.1	2	0	0	0	0	0	0										False
AC108718.1	3	0	0	0	0	0	0										False
AC108727.1	2	1	0	0	0	1	0	psoriasis		0.005764287272895976	0.3849693710143581	0.2781506668567342	8.566189178014572			psoriasis_keratinocyte:0.278,p=0.0058	False
AC108734.4	4	0	0	0	0	0	0										False
AC108749.1	3	0	0	0	0	0	0										False
AC108752.1	3	0	0	0	0	0	0										False
AC108860.2	4	0	0	0	0	0	0										False
AC108861.1	2	0	0	0	0	0	0										False
AC108863.1	9	0	0	0	0	0	0										False
AC108865.1	3	0	0	0	0	0	0										False
AC108866.1	5	0	0	0	0	0	0										False
AC108879.1	2	0	0	0	0	0	0										False
AC108935.1	3	0	0	0	0	0	0										False
AC109129.1	1	0	0	0	0	0	0										False
AC109322.1	8	0	0	0	0	0	0										False
AC109347.1	9	0	0	0	0	0	0										False
AC109349.1	3	1	0	0	0	1	0	psoriasis		0.013702287756288744	0.3921590108107973	0.4043146704294124	3.301476290973941			psoriasis_keratinocyte:0.404,p=0.014	False
AC109361.1	4	1	0	0	0	1	0	psoriasis		0.03138447998589874	0.5621835531287852	0.25727862431523496	2.144352434320899			psoriasis_skin_stromal:0.257,p=0.031	False
AC109361.2	2	0	0	0	0	0	0										False
AC109446.3	6	1	0	0	0	1	0	ulcerative colitis		0.029812188766107632	0.3337020979290255	1.5626445372683324	1.380298992267686			ibd_uc_myeloid:1.56,p=0.03	False
AC109449.1	4	0	1	0	0	0	1		psoriasis					0.015054227216529902	-0.20861701714771042		False
AC109454.2	9	0	0	0	0	0	0										False
AC109454.3	4	0	1	0	0	0	1		psoriasis					0.014446227520548086	-0.5035261764549378		False
AC109460.1	9	0	0	0	0	0	0										False
AC109460.2	8	0	0	0	0	0	0										False
AC109460.4	1	0	0	0	0	0	0										False
AC109462.1	3	0	0	0	0	0	0										False
AC109462.2	1	0	0	0	0	0	0										False
AC109462.3	1	0	0	0	0	0	0										False
AC109466.1	3	0	0	0	0	0	0										False
AC109479.1	3	0	0	0	0	0	0										False
AC109479.3	1	0	0	0	0	0	0										False
AC109492.1	3	0	0	0	0	0	0										False
AC109583.3	1	0	0	0	0	0	0										False
AC109587.1	7	0	0	0	0	0	0										False
AC109597.1	2	0	0	0	0	0	0										False
AC109597.2	5	0	0	0	0	0	0										False
AC109630.1	7	0	0	0	0	0	0										False
AC109635.2	2	1	0	0	0	1	0	psoriasis		0.040642014720160526	0.4022305021632905	0.9228045698259083	2.332825549439684			psoriasis_keratinocyte:0.923,p=0.041	False
AC109809.1	4	0	0	0	0	0	0										False
AC109811.1	2	0	0	0	0	0	0										False
AC109826.1	4	0	1	0	0	0	1		ulcerative colitis					0.035925245420718246	-1.886754290223838		False
AC109927.1	3	0	0	0	0	0	0										False
AC109992.2	2	0	0	0	0	0	0										False
AC110011.1	3	0	0	0	0	0	0										False
AC110014.1	3	1	0	0	0	1	0	psoriasis		0.03996675889390641	0.7297013371935511	0.8307278143210305	1.9593936725472805			psoriasis_skin_apc:0.831,p=0.04	False
AC110015.1	1	0	0	0	0	0	0										False
AC110048.2	4	0	0	0	0	0	0										False
AC110079.2	2	0	0	0	0	0	0										False
AC110285.1	6	0	1	0	0	0	1		psoriasis					0.02412355883655549	-0.43555565075153735		False
AC110285.2	7	0	0	0	0	0	0										False
AC110285.3	3	0	0	0	0	0	0										False
AC110285.4	2	0	0	0	0	0	0										False
AC110285.5	7	0	0	0	0	0	0										False
AC110296.1	1	0	0	0	0	0	0										False
AC110491.2	3	0	0	0	0	0	0										False
AC110491.3	3	0	0	0	0	0	0										False
AC110597.1	4	0	0	0	0	0	0										False
AC110597.3	2	0	0	0	0	0	0										False
AC110603.1	2	0	0	0	0	0	0										False
AC110609.1	3	0	0	0	0	0	0										False
AC110615.1	7	0	1	0	0	0	1		ulcerative colitis					0.02780288593740182	-0.7403838757906601		False
AC110619.1	2	0	0	0	0	0	0										False
AC110741.1	5	0	0	0	0	0	0										False
AC110751.1	1	0	0	0	0	0	0										False
AC110760.1	3	0	0	0	0	0	0										False
AC110760.2	4	0	0	0	0	0	0										False
AC110772.1	2	0	0	0	0	0	0										False
AC110792.2	2	0	0	0	0	0	0										False
AC110799.1	2	0	0	0	0	0	0										False
AC110813.1	2	0	0	0	0	0	0										False
AC110921.1	3	0	0	0	0	0	0										False
AC110995.1	5	0	0	0	0	0	0										False
AC111000.4	6	0	0	0	0	0	0										False
AC111006.1	3	0	0	0	0	0	0										False
AC111152.2	3	0	0	0	0	0	0										False
AC111170.1	1	0	0	0	0	0	0										False
AC111182.1	8	0	0	0	0	0	0										False
AC111188.1	5	0	0	0	0	0	0										False
AC111194.1	3	0	0	0	0	0	0										False
AC111194.2	2	0	0	0	0	0	0										False
AC111198.1	3	0	0	0	0	0	0										False
AC112178.1	3	0	0	0	0	0	0										False
AC112187.3	2	0	0	0	0	0	0										False
AC112196.1	2	0	0	0	0	0	0										False
AC112206.2	3	0	0	0	0	0	0										False
AC112219.1	1	0	0	0	0	0	0										False
AC112220.2	3	0	0	0	0	0	0										False
AC112220.4	6	0	0	0	0	0	0										False
AC112229.3	2	0	0	0	0	0	0										False
AC112229.4	3	0	0	0	0	0	0										False
AC112236.1	2	0	0	0	0	0	0										False
AC112236.2	6	0	0	0	0	0	0										False
AC112487.1	3	0	0	0	0	0	0										False
AC112503.1	5	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.041178054302743364	-0.23253485941245808		False
AC112512.1	2	0	0	0	0	0	0										False
AC112695.1	1	0	0	0	0	0	0										False
AC112715.1	1	0	0	0	0	0	0										False
AC112721.2	2	0	0	0	0	0	0										False
AC112722.1	3	0	0	0	0	0	0										False
AC112907.1	4	0	0	0	0	0	0										False
AC112907.3	7	2	0	0	0	2	0	Crohn disease;psoriasis		0.016357142028490108	0.24144906294749488	1.0376627566425876	1.9791876502584373			psoriasis_keratinocyte:0.351,p=0.016;ibd_crohn_epithelial:1.04,p=0.031	False
AC113133.1	3	0	0	0	0	0	0										False
AC113137.1	3	0	0	0	0	0	0										False
AC113139.1	3	0	0	0	0	0	0										False
AC113143.1	2	0	0	0	0	0	0										False
AC113189.1	2	0	0	0	0	0	0										False
AC113189.2	2	0	0	0	0	0	0										False
AC113192.2	3	0	0	0	0	0	0										False
AC113208.3	3	0	0	0	0	0	0										False
AC113346.2	3	0	0	0	0	0	0										False
AC113349.1	3	0	0	0	0	0	0										False
AC113349.2	2	0	0	0	0	0	0										False
AC113361.1	1	0	0	0	0	0	0										False
AC113382.1	3	0	0	0	0	0	0										False
AC113383.1	7	0	2	0	0	0	2		Crohn disease;ulcerative colitis					0.01746727891160445	-1.8993670124594086		False
AC113385.1	3	0	0	0	0	0	0										False
AC113391.1	3	0	0	0	0	0	0										False
AC113404.1	3	0	0	0	0	0	0										False
AC113410.2	2	0	0	0	0	0	0										False
AC113414.1	5	0	1	0	0	0	1		ulcerative colitis					0.01185054439696007	-0.5884516901352606		False
AC113418.1	4	0	0	0	0	0	0										False
AC114271.1	9	2	0	0	0	1	0	psoriasis		0.014197801047568655	0.3921590108107973	0.5209906371441384	3.2938872436781415			psoriasis_keratinocyte:0.521,p=0.014;psoriasis_skin_stromal:0.211,p=0.022	False
AC114284.1	3	0	0	0	0	0	0										False
AC114291.1	4	1	2	0	0	1	2	ulcerative colitis	Crohn disease;ulcerative colitis	0.04230742027792217	0.35694930401815367	0.9196838936935854	1.3940357704603263	0.03362422234723074	-0.2061910638561392	ibd_uc_stromal:0.92,p=0.042	False
AC114296.1	3	0	1	0	0	0	1		psoriasis					0.04098338193708527	-0.4202946419358645		False
AC114321.1	2	0	0	0	0	0	0										False
AC114341.1	4	0	1	0	0	0	1		ulcerative colitis					0.042959610821746215	-0.3152379927891475		False
