gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason
SLPI	17	7	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	psoriasis	0.0021991543442218	0.1031625255027865	3.225870589379966	1.7568296274162845	0.0112874330581965	-3.339392732908158	ibd_uc_epithelial:1.76,p=0.0022;t1d_acinar_cell:1.97,p=0.0035;ibd_uc_myeloid:2.62,p=0.0055;t1d_endothelial_cell:2.98,p=0.006;ibd_uc_stromal:1.5,p=0.021;ibd_crohn_myeloid:3.23,p=0.036;psoriasis_keratinocyte:1.14,p=0.042	False	-2.815168367206164	-1.0944930630664766	0.017295664604268	0.8372898579012464															False	False	0.0	15.0	False	positive_disease_count>=4
BCL2L14	13	4	1	1	0	4	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	type 1 diabetes mellitus	0.0004466638129021	0.0843192005294769	2.953615835221982	1.85876074422794	0.0056127124688714	-0.2503561828334724	ibd_crohn_myeloid:2.95,p=0.00045;ibd_uc_myeloid:2.57,p=0.0013;sjogren_gland_apc:1.99,p=0.023;t1d_endothelial_cell:1.42,p=0.043	False																			False	False	0.0	14.0	False	positive_disease_count>=4
TIMM17A	17	6	1	0	0	4	1	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	type 1 diabetes mellitus	0.0062859183127339	0.3065622479240726	0.623308938814402	1.2271027330964637	0.0126790626865699	-0.4082495032227387	psoriasis_skin_stromal:0.536,p=0.0063;t1d_acinar_cell:0.465,p=0.013;psoriasis_keratinocyte:0.443,p=0.021;sjogren_gland_stromal:0.318,p=0.031;ibd_uc_epithelial:0.623,p=0.037;sjogren_gland_epithelial:0.305,p=0.047	False	0.0794660223809149	0.0841777335661623	0.8501421086525747	0.9770829915419628															False	False	0.0	14.0	False	positive_disease_count>=4
CDC42EP1	17	5	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0047994805551587	0.1385797404586731	2.318131988931	1.9412242887405673	0.0166387002035813	-0.5536809818199764	ibd_crohn_epithelial:0.551,p=0.0048;psoriasis_keratinocyte:1.38,p=0.007;t1d_beta_cell:2.32,p=0.018;ibd_uc_epithelial:0.575,p=0.034;psoriasis_skin_stromal:0.874,p=0.048	False	-0.6598454097801811	-0.381974766006425	0.3996904789448396	0.9157809859344704							2.0280762587853616	0.2640381293926808	1.7640381293926808	0.0	0.0				False	False	0.0	13.101403812939267	False	positive_disease_count>=4
HSPG2	17	5	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	0.0019456111229678	0.2321777950301633	1.4754490428745943	1.4183327644758394	0.0038702500492329	-0.3718737723828926	t1d_acinar_cell:1.25,p=0.0019;psoriasis_skin_stromal:1.17,p=0.0047;ibd_uc_epithelial:0.904,p=0.019;ibd_crohn_stromal:0.992,p=0.045;t1d_beta_cell:1.48,p=0.045	False	-0.9546932008932972	-0.4339816713986405	0.3187159992688665	0.9120391943246274							1.7374345492886936	0.1187172746443467	1.6187172746443468	0.0	0.0				False	False	0.0	13.086871727464434	False	positive_disease_count>=4
NPTX2	17	4	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	psoriasis	0.0018895209883828	0.1124808453564698	2.097559144235812	2.035208576582743	0.0488423091263627	-1.4794652654809697	ibd_crohn_epithelial:1.4,p=0.0019;psoriasis_skin_stromal:1.38,p=0.01;t1d_endothelial_cell:1.59,p=0.014;ibd_uc_epithelial:2.1,p=0.039	False	-0.4108580115732154	-0.1791176669212963	0.6770693013211236	0.9604606324595966															False	False	0.0	12.0	False	positive_disease_count>=4
RREB1	17	4	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	0.0023010641024824	0.1196115793466152	1.253273586411857	1.6556958896143117	0.0469749190348448	-0.5883898381920973	ibd_crohn_epithelial:0.864,p=0.0023;ibd_uc_epithelial:0.502,p=0.036;psoriasis_keratinocyte:1.25,p=0.041;t1d_beta_cell:0.52,p=0.045	False	0.1009647076639126	0.2523593114598348	0.5620608983493702	0.9419051093293812															False	False	0.0	12.0	False	positive_disease_count>=4
BATF2	17	4	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0034254178308196	0.2104845424785137	2.210068783264628	1.9676693590880812	0.0275000360413145	-1.2694603267422102	t1d_ductal_cell:1.22,p=0.0034;psoriasis_skin_stromal:1.01,p=0.0069;ibd_uc_myeloid:2.16,p=0.0081;ibd_crohn_myeloid:2.21,p=0.026	False	-1.4663532045609768	-0.9798047215237178	0.0465999150990571	0.8744776374054363															False	False	0.0	12.0	False	positive_disease_count>=4
PGGHG	17	4	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0058360082419246	0.1579261564513252	2.060761476392079	1.7776468634757725	0.0167723604289554	-1.059878556115604	ibd_uc_epithelial:2.06,p=0.0058;t1d_stellate_cell:1.37,p=0.0061;ibd_crohn_epithelial:1.88,p=0.014;psoriasis_skin_stromal:1.49,p=0.05	False																			False	False	0.0	12.0	False	positive_disease_count>=4
ITGA5	16	4	1	0	0	4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	0.0145613794663841	0.2595330899880075	1.3896960052895286	1.511813860814819	0.0451445456458895	-1.457343376774491	ibd_crohn_myeloid:1.39,p=0.015;t1d_ductal_cell:0.953,p=0.022;ibd_uc_stromal:1.12,p=0.025;psoriasis_skin_stromal:0.941,p=0.047	False	-0.1818483762333631	-0.3456000501214463	0.4332880175719348	0.9199785395838066															False	False	0.0	12.0	False	positive_disease_count>=4
RAB11FIP4	17	4	1	0	0	4	1	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	type 1 diabetes mellitus	0.0332154976491797	0.3479841860590332	2.002270188870142	1.3231512288315883	0.0027503633947017	-0.4494348572939843	t1d_stellate_cell:1.69,p=0.033;ibd_crohn_myeloid:2,p=0.035;sjogren_gland_stromal:0.809,p=0.042;ibd_uc_myeloid:1.76,p=0.045	False	-0.0981976718520032	-0.1243900051293376	0.7672225884798718	0.9732130574513772															False	False	0.0	12.0	False	positive_disease_count>=4
COL4A2	17	4	2	0	0	4	2	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome;ulcerative colitis	0.0008566062755127	0.1467153316534704	1.723523808919225	2.1826978631625056	0.0375522485329089	-1.563505738338389	t1d_acinar_cell:1.54,p=0.00086;ibd_crohn_stromal:1.18,p=0.0013;ibd_uc_stromal:0.877,p=0.0039;psoriasis_skin_stromal:1.72,p=0.011	False	-0.5459652149974854	-0.3374558376256254	0.4263295541224172	0.9195199515584406							3.715913539445265	1.1079567697226325	2.6079567697226325	0.0	0.0				False	False	0.0	8.185795676972264	False	positive_disease_count>=4
HOPX	17	4	3	1	0	4	3	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	5.1550866279424624e-05	0.0222272310103389	3.8739846639723097	2.087159264531454	0.00025005579122	-2.287172549221344	ibd_uc_stromal:3.58,p=5.2e-05;ibd_crohn_stromal:3.87,p=0.005;sjogren_gland_epithelial:1.41,p=0.026;psoriasis_skin_stromal:1.38,p=0.037	False	0.3877143880589893	0.2662181027488679	0.5430721972817008	0.9390010612097776							0.5781852470374562	-0.9218147529625438	1.5	0.0	0.0				False	False	0.0	6.028909262351873	False	positive_disease_count>=4
C15ORF48	17	4	0	2	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		2.9480144785423246e-05	0.0287473526150427	4.446094548919012	2.192391202215459			ibd_uc_myeloid:4.45,p=2.9e-05;ibd_crohn_myeloid:3.88,p=0.00061;t1d_endothelial_cell:3.21,p=0.0014;t1d_stellate_cell:3.09,p=0.015	False	1.223015588579818	1.4379284490095372	0.0037534871126623	0.8344760564031432															True	True	0.0	24.0	True	positive_disease_count>=3_with_MS_anchor
CHI3L1	16	4	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0005617189029733	0.0626560483677375	5.935692735666803	1.7017607091962836			ibd_uc_stromal:5.94,p=0.00056;ibd_crohn_stromal:4.7,p=0.011;t1d_endothelial_cell:2.71,p=0.038;t1d_stellate_cell:1.53,p=0.043	True	2.006853151074319	1.3467454734949036	0.0046126032857275	0.8344760564031432							4.938511651385653	1.7192558256928263	3.2192558256928265	1.0	0.0	MS			True	True	0.0	23.246925582569283	True	positive_disease_count>=3_with_MS_anchor
NCK1	17	5	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0018453507303069	0.0935485598051961	0.8863146458211997	1.4531818518547293			ibd_uc_epithelial:0.886,p=0.0018;t1d_endothelial_cell:0.672,p=0.02;ibd_crohn_stromal:0.523,p=0.026;t1d_acinar_cell:0.595,p=0.04;ibd_crohn_epithelial:0.482,p=0.042	False	0.4449989986308154	1.2992882055107169	0.0055557148533128	0.8344760564031432							1.0915679669046232	-0.4084320330953768	1.5	0.0	1.0		MS		True	True	0.0	23.05457839834523	True	positive_disease_count>=3_with_MS_anchor
SNX10	17	4	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0001207459599539	0.0602010321592944	2.5310125109687025	2.0744762631237723			ibd_crohn_myeloid:1.94,p=0.00012;ibd_uc_myeloid:1.31,p=0.0026;t1d_endothelial_cell:2.53,p=0.0028;t1d_stellate_cell:1.72,p=0.017	False	0.712408223548989	1.1823545258857546	0.0127398445881719	0.8349413280632139															True	True	0.0	22.0	True	positive_disease_count>=3_with_MS_anchor
PPIL3	17	5	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0049222531734729	0.1490915364982558	1.6188990139096036	1.3189637563731904			ibd_uc_epithelial:0.996,p=0.0049;t1d_endothelial_cell:1.62,p=0.025;ibd_crohn_epithelial:0.629,p=0.028;t1d_ductal_cell:1.31,p=0.03;t1d_stellate_cell:1.53,p=0.035	False	0.6072339458133413	1.0821472724885264	0.0182948169279802	0.8372898579012464							1.2937852196614783	-0.2062147803385215	1.5	0.0	1.0		MS		True	True	0.0	21.064689260983073	True	positive_disease_count>=3_with_MS_anchor
SEL1L3	17	3	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0010368895881306	0.0851932372069878	2.092734190002885	1.807884168162816			ibd_uc_stromal:2.09,p=0.001;ibd_crohn_stromal:1.46,p=0.007;t1d_endothelial_cell:1.55,p=0.0076	False	0.922501683138024	1.11834180243498	0.0181382735511015	0.8372898579012464															True	True	0.0	21.0	True	positive_disease_count>=3_with_MS_anchor
CXCL1	17	6	0	3	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		3.774756042284724e-05	0.0201657535513027	4.92951859642463	2.369949185235371			t1d_endothelial_cell:4.93,p=3.8e-05;ibd_uc_epithelial:3.76,p=6.7e-05;ibd_crohn_epithelial:2.74,p=0.00046;t1d_stellate_cell:3.04,p=0.0014;t1d_acinar_cell:3.69,p=0.0041;t1d_ductal_cell:1.81,p=0.005	False	1.2680322005771751	0.6200259322607544	0.1506253392240219	0.8989378106274888															False	False	0.0	21.0	True	positive_disease_count>=3_with_MS_anchor
DAP	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0022367147001041	0.1033282328891498	0.8894639476448338	2.773407963194286			ibd_uc_epithelial:0.851,p=0.0022;psoriasis_skin_stromal:0.636,p=0.0025;psoriasis_skin_apc:0.662,p=0.0069;ibd_crohn_epithelial:0.889,p=0.0076	False	0.3933456450044126	1.2478016829418357	0.0080691967127082	0.8344760564031432															True	True	0.0	20.0	True	positive_disease_count>=3_with_MS_anchor
PLEK2	17	4	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0035862606451553	0.1257467403941624	1.610603687157833	1.6466752659795816			ibd_uc_epithelial:1.27,p=0.0036;ibd_crohn_epithelial:1.02,p=0.0082;ibd_crohn_myeloid:1.61,p=0.019;t1d_stellate_cell:1.53,p=0.028	False	3.0459958234208124	1.3647899640433525	0.0073786076112192	0.8344760564031432															True	True	0.0	20.0	True	positive_disease_count>=3_with_MS_anchor
LTA4H	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0071922602002067	0.2056698074271342	1.2293384419524989	1.47951759319843			ibd_crohn_myeloid:1.23,p=0.0072;t1d_acinar_cell:0.427,p=0.0087;ibd_uc_myeloid:1.18,p=0.02	False	0.8088474560590342	1.3569435291855296	0.0063566148101549	0.8344760564031432							5.450746016398406	1.975373008199203	3.475373008199203	1.0	0.0	MS			True	True	0.0	19.27253730081992	True	positive_disease_count>=3_with_MS_anchor
PPP3CA	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0205854152888919	0.2278588582611697	1.134251689439493	1.3995648663447775			ibd_uc_epithelial:1.13,p=0.021;ibd_crohn_epithelial:0.631,p=0.026;t1d_acinar_cell:0.448,p=0.039	False	0.3662550380794975	0.9635579832567176	0.0343364012152779	0.8506970233122761							1.4374843793644525	-0.0625156206355478	1.5	0.0	0.0				True	True	0.0	19.071874218968222	True	positive_disease_count>=3_with_MS_anchor
AQR	17	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0038154218812161	0.130678199431654	0.6475828844345877	1.8692229629356645			ibd_uc_epithelial:0.648,p=0.0038;ibd_crohn_epithelial:0.541,p=0.012;psoriasis_skin_stromal:0.347,p=0.047	False	0.2576228255837183	0.9051296555333004	0.0459326873416809	0.8734815344479258															True	True	0.0	19.0	True	positive_disease_count>=3_with_MS_anchor
CXCL9	15	3	0	0	0	3	0	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.01456742588285	0.311062312037304	3.28140207009713	1.335876151471146			t1d_stellate_cell:1.47,p=0.015;sjogren_gland_apc:2.6,p=0.025;ibd_uc_myeloid:3.28,p=0.041	False	2.5544176187121583	0.9836621598115608	0.0309913568123503	0.8506970233122761															True	True	0.0	19.0	True	positive_disease_count>=3_with_MS_anchor
STAT1	17	6	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0097357722106755	0.2123288568355988	2.7739210440591284	1.5970367984750538			ibd_crohn_myeloid:1.73,p=0.0097;psoriasis_skin_apc:2.77,p=0.013;ibd_crohn_epithelial:1.2,p=0.022;psoriasis_skin_stromal:1.32,p=0.038;ibd_crohn_stromal:1.37,p=0.039;ibd_uc_myeloid:0.825,p=0.046	False	0.5378996098681981	0.6835132062150272	0.1363451431707629	0.8989378106274888	3.0	RA;SLE;celiac	0.1334022804084584	0.1650265748367996		datatype_genetic_association;datatype_literature;datatype_rna_expression	1.5356964183101631	0.0178482091550816	1.5178482091550816	0.0	0.0				False	True	3.0	18.57678482091551	True	positive_disease_count>=3_with_MS_anchor
TTYH3	17	5	0	2	0	3	0	Crohn disease;psoriasis;ulcerative colitis		5.721484198175509e-05	0.0185970673633638	2.068088033664196	2.4026347479358625			ibd_uc_epithelial:2.07,p=5.7e-05;ibd_crohn_epithelial:1.52,p=0.001;ibd_uc_stromal:1.76,p=0.0025;psoriasis_skin_stromal:0.797,p=0.033;ibd_crohn_stromal:1.35,p=0.043	False	0.3792362363776007	0.5887946841863607	0.1845335127721597	0.8993702893651148							4.232849587204522	1.366424793602261	2.866424793602261	0.0	0.0				False	False	0.0	18.211642479360226	True	positive_disease_count>=3_with_MS_anchor
GBP1	17	3	0	2	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0005633415265197	0.082977307796108	3.612854517417042	2.686379918056668			ibd_uc_myeloid:2.98,p=0.00056;ibd_crohn_myeloid:3.61,p=0.00063;psoriasis_skin_apc:2.21,p=0.042	False	0.491428502182563	0.8000728439177743	0.0681848307220474	0.8989378106274888							0.5354407156784191	-0.9645592843215808	1.5	0.0	0.0				False	True	0.0	18.02677203578392	True	positive_disease_count>=3_with_MS_anchor
GSTO1	17	4	0	2	0	3	0	Crohn disease;psoriasis;ulcerative colitis		3.615011809752281e-05	0.0290306713098459	1.287503004936606	3.349373857371191			ibd_uc_myeloid:1.29,p=3.6e-05;ibd_uc_stromal:0.812,p=0.00051;psoriasis_keratinocyte:0.826,p=0.0017;ibd_crohn_myeloid:0.574,p=0.014	False	0.2862699043732082	0.6037310192759937	0.1871428268819449	0.8993702893651148							4.059643230786017	1.2798216153930086	2.7798216153930086	0.0	0.0				False	False	0.0	17.2029821615393	True	positive_disease_count>=3_with_MS_anchor
NDUFA11	17	6	0	0	0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus		0.0004192566946108	0.1498530470801544	0.62184253265647	1.0845771497117669			t1d_acinar_cell:0.573,p=0.00042;sjogren_gland_stromal:0.622,p=0.0039;sjogren_gland_epithelial:0.433,p=0.017;psoriasis_keratinocyte:0.422,p=0.023;t1d_ductal_cell:0.582,p=0.025;t1d_stellate_cell:0.453,p=0.048	False	0.2441454867594998	0.647172976155947	0.1335462695173637	0.8989378106274888							0.5419727687088933	-0.9580272312911068	1.5	0.0	0.0				False	True	0.0	17.027098638435444	True	positive_disease_count>=3_with_MS_anchor
ROMO1	17	4	0	1	0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus		5.5843759745480903e-05	0.022900027624409	0.888403312950981	1.2476693173815911			t1d_beta_cell:0.716,p=5.6e-05;psoriasis_keratinocyte:0.888,p=0.0082;t1d_acinar_cell:0.767,p=0.012;sjogren_gland_stromal:0.531,p=0.049	False	0.4378196442775728	0.8060766004973745	0.0660650677266765	0.8989378106274888															False	True	0.0	17.0	True	positive_disease_count>=3_with_MS_anchor
SNRPG	17	6	0	1	0	3	0	Sjogren syndrome;psoriasis;type 1 diabetes mellitus		6.240216818926859e-05	0.0525388364157512	0.8922749100037359	0.9672991473979332			t1d_acinar_cell:0.702,p=6.2e-05;psoriasis_keratinocyte:0.892,p=0.0039;t1d_ductal_cell:0.329,p=0.0042;t1d_stellate_cell:0.455,p=0.0063;sjogren_gland_epithelial:0.477,p=0.0077;sjogren_gland_stromal:0.377,p=0.038	False	0.3077941475307817	0.576389552062428	0.1809249646615436	0.8993702893651148															False	False	0.0	17.0	True	positive_disease_count>=3_with_MS_anchor
NOP14	17	4	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0003867772000973	0.0683538573431628	1.09301939446337	1.9346563001361			ibd_crohn_epithelial:1.09,p=0.00039;ibd_uc_epithelial:0.739,p=0.011;ibd_uc_stromal:0.803,p=0.029;psoriasis_skin_stromal:0.575,p=0.029	False	0.3336761795864902	0.809245752000894	0.0678862263396301	0.8989378106274888															False	True	0.0	17.0	True	positive_disease_count>=3_with_MS_anchor
GBP4	17	4	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0007084331029538	0.0846139839030096	2.3425820103509474	2.1425626238535465			ibd_uc_myeloid:1.5,p=0.00071;ibd_uc_epithelial:2.34,p=0.0097;ibd_crohn_myeloid:2.11,p=0.034;psoriasis_skin_apc:1.18,p=0.049	False	0.405019017634137	0.8082687606978536	0.0775354784129323	0.8989378106274888															False	True	0.0	17.0	True	positive_disease_count>=3_with_MS_anchor
UBA6	17	3	0	1	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0008103690507903	0.0615619088993257	1.3135982814898073	1.661132658351126			ibd_uc_epithelial:1.31,p=0.00081;t1d_beta_cell:0.998,p=0.005;ibd_crohn_epithelial:0.779,p=0.014	False	0.4123712707678137	0.6839296405992684	0.1322761743328801	0.8989378106274888							1.509553342192016	0.0047766710960079	1.504776671096008	0.0	0.0				False	True	0.0	16.075477667109602	True	positive_disease_count>=3_with_MS_anchor
HINT1	17	3	0	1	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		1.0481103567068733e-05	0.0128212367713274	0.7645043705893624	1.7763646346573287			ibd_uc_stromal:0.765,p=1e-05;sjogren_gland_apc:0.43,p=0.0063;ibd_crohn_stromal:0.425,p=0.01	False	0.3658156867496096	0.8346923278919163	0.0675735985637374	0.8989378106274888							1.4992180702949316	-0.0007819297050682	1.5	0.0	0.0				False	True	0.0	16.074960903514746	True	positive_disease_count>=3_with_MS_anchor
APOC1	17	3	1	0	0	3	1	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	ulcerative colitis	0.0077478315751561	0.3353996556026541	1.507336097479321	1.2341409625104072	0.0467552080895481	-1.567049625672901	t1d_acinar_cell:1.51,p=0.0077;sjogren_gland_epithelial:1.18,p=0.0097;ibd_uc_epithelial:1.28,p=0.047	True	0.8063088065414767	0.960873317311374	0.0333487255864159	0.8506970233122761															True	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor
SNRPD1	17	3	0	1	0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.000727902201749	0.0727577659366097	0.6748847500892072	2.2724245772139784			ibd_uc_stromal:0.63,p=0.00073;t1d_acinar_cell:0.45,p=0.0048;psoriasis_keratinocyte:0.675,p=0.029	False	0.4633522265757603	0.6308612160180863	0.1420246244745616	0.8989378106274888															False	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor
CNOT8	17	3	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0007762163494091	0.0804908632324827	0.985115482642812	2.978163788305394			ibd_crohn_epithelial:0.985,p=0.00078;ibd_uc_epithelial:0.803,p=0.0028;psoriasis_skin_apc:0.367,p=0.013	False	0.2653359671261839	0.6481210076803642	0.1498285255038166	0.8989378106274888															False	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor
EPRS	9	3	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0015146838574727	0.0834183199512469	0.93536615902622	2.30199053475136			ibd_uc_epithelial:0.935,p=0.0015;ibd_crohn_epithelial:0.748,p=0.0029;psoriasis_keratinocyte:0.671,p=0.048	False	0.2489947636322274	0.7323899054353007	0.105917423231531	0.8989378106274888															False	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor
FNDC3B	17	5	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0030451275443327	0.1400993454134808	1.3516873106494058	1.6374769743393196			ibd_crohn_myeloid:1.35,p=0.003;ibd_crohn_epithelial:0.526,p=0.0051;ibd_uc_myeloid:1.35,p=0.016;ibd_uc_epithelial:0.658,p=0.017;t1d_ductal_cell:0.594,p=0.034	False	0.2759492293845866	0.6583267675602672	0.1275202300872474	0.8989378106274888															False	True	0.0	16.0	True	positive_disease_count>=3_with_MS_anchor
SNRPE	17	6	0	0	0	3	0	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis		0.0014252065410648	0.2089855069080284	0.5777053952412778	0.8984438488623545			t1d_acinar_cell:0.504,p=0.0014;t1d_stellate_cell:0.243,p=0.012;t1d_ductal_cell:0.337,p=0.017;sjogren_gland_stromal:0.403,p=0.033;ibd_uc_epithelial:0.578,p=0.035;sjogren_gland_epithelial:0.325,p=0.037	False	0.4263201725059389	0.5211415685988848	0.2222825963844935	0.8993702893651148							3.841182753466214	1.170591376733107	2.6705913767331073	1.0	0.0	MS			False	False	0.0	15.192059137673311	True	positive_disease_count>=3_with_MS_anchor
STK38L	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0016751378410166	0.2606252488411627	1.268804643346268	1.8913943005800993			ibd_crohn_stromal:1.07,p=0.0017;ibd_uc_stromal:0.681,p=0.018;psoriasis_skin_stromal:1.27,p=0.025;ibd_crohn_myeloid:0.559,p=0.026	False	0.352824445718257	0.7499356038773917	0.0928714036948789	0.8989378106274888							1.461470048489882	-0.038529951510118	1.5	1.0	0.0	MS			False	True	0.0	15.073073502424494	True	positive_disease_count>=3_with_MS_anchor
PEA15	17	4	0	0	0	3	0	Crohn disease;psoriasis;type 1 diabetes mellitus		0.0178697289834016	0.3148143916142643	0.7408629046049597	1.6731287315035508			t1d_endothelial_cell:0.607,p=0.018;ibd_crohn_myeloid:0.741,p=0.026;psoriasis_skin_apc:0.378,p=0.037;psoriasis_skin_stromal:0.426,p=0.043	False	0.3066247922032499	0.8916792856938979	0.0547005265126087	0.8921150595400847							1.372295249677253	-0.127704750322747	1.5	0.0	0.0				False	True	0.0	15.068614762483865	True	positive_disease_count>=3_with_MS_anchor
CD200	17	4	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0190851289907581	0.3202498069060335	2.2207972497357824	1.1109489774715031			t1d_endothelial_cell:2.22,p=0.019;ibd_crohn_myeloid:2.18,p=0.026;ibd_uc_stromal:1.91,p=0.043;t1d_stellate_cell:1.16,p=0.048	False	1.8384397244159705	0.7376907573992674	0.0908591902171466	0.8989378106274888															False	True	0.0	15.0	True	positive_disease_count>=3_with_MS_anchor
HLA-DRA	14	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		0.0037431728214531	0.161921384243311	4.337059743305548	1.8394097351407943			sjogren_gland_epithelial:1.81,p=0.0037;ibd_uc_epithelial:4.34,p=0.0063;ibd_crohn_epithelial:3.79,p=0.011	False	0.2891316379039903	0.7323559303695486	0.0967712300030488	0.8989378106274888							5.5446481581119755	2.022324079055988	3.522324079055988	1.0	0.0	MS			False	True	0.0	14.2772324079056	True	positive_disease_count>=3_with_MS_anchor
RYR2	15	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0119478045744934	0.2269938222609267	2.454313699192237	1.379969256845273			ibd_uc_stromal:2.45,p=0.012;t1d_stellate_cell:0.775,p=0.028;ibd_crohn_stromal:1.82,p=0.049	False	1.7419257483873338	0.64587516052174	0.137559744547624	0.8989378106274888							1.7838603728217448	0.1419301864108723	1.6419301864108724	0.0	0.0				False	True	0.0	14.089193018641089	True	positive_disease_count>=3_with_MS_anchor
NRCAM	16	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0116823782091635	0.2247148482463899	3.1005603437118165	2.065973036842883			ibd_uc_stromal:2.93,p=0.012;ibd_crohn_stromal:3.1,p=0.015;psoriasis_skin_stromal:1.35,p=0.018	False	1.2982290374792624	0.7616213365350446	0.0812547813304489	0.8989378106274888							1.3125944439296318	-0.1874055560703682	1.5	0.0	0.0				False	True	0.0	14.065629722196482	True	positive_disease_count>=3_with_MS_anchor
