predictor	analysis	disease_name	compartment	n_case	n_control	delta_case_minus_control_z	p	positive_nominal
gene:PSMA1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.2355885039518363	0.6461477103484632	False
gene:PSMA1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.6086331594418932	0.468029362969691	False
gene:CTSL	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	-0.8677854181725748	0.14369744049549094	False
gene:CTSL	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.2746486356190252	0.6589915131467939	False
gene:CTSL	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.23023832760215268	0.7104169303037553	False
gene:CTSL	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-1.2912804084422358	0.01750862780731835	False
gene:CTSL	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.0180238255458365	0.08960271596838318	True
gene:CTSL	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.5931442969967808	0.3276055839880584	False
gene:CTSL	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.7962057138695013	0.004258698287502416	True
gene:CTSL	psoriasis_skin_apc	psoriasis	skin APC	3	3	-1.2120223630105234	0.15115844973142986	False
gene:CTSL	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	0.6190280768658287	0.5136090418609062	False
gene:CTSL	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.2672825947420105	0.48732829159387026	False
gene:CTSL	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.43813727760205673	0.2719110424524187	False
gene:CTSL	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.3068684410165045	0.4409695026909962	False
gene:CTSL	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.03248722511064488	0.9304174054846491	False
gene:CTSL	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.42061640568156206	0.6811542747398167	False
gene:CTSL	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	-0.5720364308654772	0.25476775210785935	False
gene:CTSL	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	-0.44125799961541246	0.3302163968932129	False
gene:CTSL	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	-0.07324523603866952	0.8723733282659977	False
gene:GPNMB	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.06942144814466253	0.9109536088637731	False
gene:GPNMB	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-0.9673236686365555	0.10878904733539234	False
gene:GPNMB	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.4638243202979487	0.44927287154030787	False
gene:GPNMB	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-0.3392376170284902	0.5817561762232021	False
gene:GPNMB	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-1.2614546225524748	0.034288376346185985	False
gene:GPNMB	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	-0.454855433493449	0.45968465133888925	False
gene:GPNMB	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	-1.57103289038454	0.07550624890399435	False
gene:GPNMB	psoriasis_skin_apc	psoriasis	skin APC	3	3	-1.0504040394736547	0.2714557603274228	False
gene:GPNMB	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	-1.109596109363935	0.20420894153169877	False
gene:GPNMB	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.1254617949977509	0.7688460481684694	False
gene:GPNMB	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.6367483607135549	0.1588805123949964	False
gene:GPNMB	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.06033788649361692	0.8791485086744288	False
gene:GPNMB	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.2815262990882618	0.4020190139601703	False
gene:GPNMB	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.3566856243867417	0.6091781593327278	False
gene:GPNMB	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.574769033627112	0.18567035813681101	False
gene:GPNMB	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.9768104035390727	0.2916091213875368	False
gene:GPNMB	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.29279157176961834	0.6486486616203382	False
gene:ENO1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.246744136026292	0.021852453825494174	True
gene:ENO1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.8846417502160462	0.1373108909690179	False
gene:ENO1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.6602479003959628	0.2960933030752811	False
gene:ENO1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.3493713985296756	0.014162055946324647	True
gene:ENO1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.1294054287217243	0.056487711610766024	True
gene:ENO1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.277859770889453	0.03370475568780455	True
gene:ENO1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.4235822351704117	0.07256016478452018	True
gene:ENO1	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.3059035608497804	0.1762571233692375	False
gene:ENO1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.4854075970711218	0.06149969682763107	True
gene:ENO1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.3367195729463126	0.42472895264207494	False
gene:ENO1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.14523981791327523	0.7213752257055049	False
gene:ENO1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.2399899812322081	0.5361538869335828	False
gene:ENO1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.8889784159712647	0.217403218211845	False
gene:ENO1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.08217148383978669	0.9422544005363263	False
gene:ENO1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.3311656241199387	0.5181335197739383	False
gene:ENO1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.9575961126925716	0.15318691628603348	False
gene:ENO1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.7866893824000851	0.3215193852404888	False
gene:GSTO1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.07380479029990156	0.9066291510684003	False
gene:GSTO1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.9428551758856427	0.10793818888377851	False
gene:GSTO1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.7691916351686436	0.21778125598158957	False
gene:GSTO1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.19128222948156587	0.7623643574108323	False
gene:GSTO1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.6231923112193458	0.0014835510218899962	True
gene:GSTO1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.2641467052081374	0.03226602749518194	True
gene:GSTO1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.6894977788871177	0.023122569431066466	True
gene:GSTO1	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.948863997919392	0.2930485113196221	False
gene:GSTO1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.3199751191018345	0.11899944703065969	False
gene:GSTO1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.10209243477497301	0.8027420832212897	False
gene:GSTO1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.1443461578882697	0.7268982123784988	False
gene:GSTO1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.22301355491297625	0.5607837622348181	False
gene:GSTO1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	0.5258673210173496	0.38040409080526977	False
gene:GSTO1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.533133362518509	0.45058359832249945	False
gene:GSTO1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.3587197635951238	0.6037676964286482	False
gene:GSTO1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.505255377859303	0.4087329587510553	False
gene:GSTO1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	-0.1968338578972284	0.759209860203182	False
gene:CASP4	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.9394318071974816	0.12982774704937744	False
gene:CASP4	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.7225634328430943	0.0003932291367714401	True
gene:CASP4	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.35207669653082685	0.5700874592395568	False
gene:CASP4	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	0.9857544463586678	0.11536142071918466	False
gene:CASP4	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.5246830108154716	0.007104497614157101	True
gene:CASP4	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.14320918542526923	0.817700260278004	False
gene:CASP4	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.7772625539168163	0.41549599012960364	False
gene:CASP4	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.720963604880735	0.0227715931775247	True
gene:CASP4	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.198371987471985	0.166146703613985	False
gene:CASP4	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.11034448417069097	0.7818753176306864	False
gene:CASP4	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.3693765701626289	0.34026814387463955	False
gene:CASP4	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.2503408951070096	0.5375681090693112	False
gene:CASP4	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.2031975898064369	0.028873436100091736	True
gene:CASP4	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.837823503510728	0.23990502698014607	False
gene:CASP4	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.337400488638912	0.03436823251573981	True
gene:CASP4	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.5032420788995334	0.20780627060718662	False
gene:CASP4	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.0955712458108313	0.07099265771729851	True
gene:CCL20	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.665512987433723	0.0006191732955272785	True
gene:CCL20	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.296426298804069	0.031113408367291005	True
gene:CCL20	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.5955712739516652	0.34815766869963893	False
gene:CCL20	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.1580872346015658	0.059985135499828625	True
gene:CCL20	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.3611103274551342	0.023587081305396277	True
gene:CCL20	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.5773502691896257	0.36321746764912255	False
gene:CCL20	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.409567563701569	0.07797403965227429	True
gene:CCL20	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.7707831782292254	0.4441309359006929	False
gene:CCL20	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.620756690740536	0.024279342411915636	True
gene:CCL20	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.06894476849148885	0.8702997924836526	False
gene:CCL20	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.1425934560897898	0.7369579820366133	False
gene:CCL20	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.05372377546607199	0.8873527010467416	False
gene:CCL20	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.7321425147249974	0.06197545306749932	True
gene:CCL20	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.9074698135609542	0.30291535583085	False
gene:CCL20	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	1.8780233584341905	0.04080962145556794	True
gene:CCL20	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.5104907071802518	0.12389829613854075	False
gene:CCL20	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.386384029272168	0.28429119042308926	False
gene:CAPZA1	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.1154416844072577	0.06364292780400277	True
gene:CAPZA1	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	1.0961301519528153	0.05836528290368534	True
gene:CAPZA1	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.620407999716111	0.3220895755468215	False
gene:CAPZA1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.2013124295513018	0.042971562650093345	True
gene:CAPZA1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	1.1842367191952814	0.03325084439539131	True
gene:CAPZA1	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.8529049856044145	0.16488410244036866	False
gene:CAPZA1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	0.9006719672998577	0.3542171295480943	False
gene:CAPZA1	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.2293504540151965	0.15113451238560638	False
gene:CAPZA1	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.6780468701429827	0.009552499394175379	True
gene:CAPZA1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.2438897725079114	0.6151541694166068	False
gene:CAPZA1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.5710542696769596	0.1512176322508684	False
gene:CAPZA1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	-0.0727247953856435	0.8756580438085563	False
gene:CAPZA1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.1914133510513887	0.13551559045308925	False
gene:CAPZA1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	0.3756233991788401	0.22369601886915072	False
gene:CAPZA1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.5000086920391166	0.3214951838346803	False
gene:CAPZA1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.5768032545463088	0.21805223464846824	False
gene:CAPZA1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.7735372804448396	0.2958419324859589	False
gene:TMSB10	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	0.8882497490155221	0.1399616534617609	False
gene:TMSB10	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-0.2657783844453035	0.6724588554528729	False
gene:TMSB10	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	-0.36214799037639595	0.5580995085729831	False
gene:TMSB10	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.4491263527231912	0.004537169308295705	True
gene:TMSB10	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.15383766234901242	0.8039904924395285	False
gene:TMSB10	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.3611609488949978	0.560369725263095	False
gene:TMSB10	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.7279493337054976	0.006863776990144003	True
gene:TMSB10	psoriasis_skin_apc	psoriasis	skin APC	3	3	1.567701861480037	0.03728357831419362	True
gene:TMSB10	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.4446578840185231	0.08418215223912733	True
gene:TMSB10	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.5107392542247805	0.19892806839773677	False
gene:TMSB10	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.1560456985330345	0.7061314127382157	False
gene:TMSB10	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.3735069655560706	0.39094900093689205	False
gene:TMSB10	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.1899328269605867	0.0372920230755994	True
gene:TMSB10	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	1.077542553472039	0.08374482872451892	True
gene:TMSB10	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.8802812407544296	0.01976704608801362	True
gene:TMSB10	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	1.2057679418456588	0.001292615384588691	True
gene:TMSB10	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	1.0433035637557717	0.10022275485343134	False
gene:DBI	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	-0.09123434622447966	0.883165834616654	False
gene:DBI	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	-1.2071176365332827	0.03546552294644107	False
gene:DBI	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.27709941823329953	0.65833711855077	False
gene:DBI	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	-1.0336981226440085	0.07013239211812354	False
gene:DBI	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	-0.854534273887524	0.15144554564725146	False
gene:DBI	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	1.0996452060824327	0.06914992167280203	True
gene:DBI	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.453301367739382	0.07480587198512552	True
gene:DBI	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.414821846441562	0.6653842097246593	False
gene:DBI	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.0823626638830606	0.2770204735350622	False
gene:DBI	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	0.22324192487152414	0.5676971177065467	False
gene:DBI	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	0.17737453124509145	0.6636414712959563	False
gene:DBI	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	10	14	0.6183578949130614	0.1211825826878289	False
gene:DBI	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	5	18	1.444458967087574	0.05284002333621472	True
gene:DBI	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	3	19	-0.38728637440253444	0.6672567202843512	False
gene:DBI	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	5	19	0.774872562097956	0.16185830950220637	False
gene:DBI	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	5	17	0.4583724962847474	0.4619532485928736	False
gene:DBI	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	4	17	0.32910136687271374	0.6509454985235557	False
gene:MAGOHB	ibd_crohn_epithelial	Crohn disease	colon epithelial	6	6	1.473630109340866	0.005600500663500981	True
gene:MAGOHB	ibd_crohn_myeloid	Crohn disease	colon myeloid	6	6	0.3854224364438229	0.5304676025044605	False
gene:MAGOHB	ibd_crohn_stromal	Crohn disease	colon stromal	6	6	0.8336492729066922	0.1576839168442295	False
gene:MAGOHB	ibd_uc_epithelial	ulcerative colitis	colon epithelial	6	6	1.223229522943893	0.0440016907769674	True
gene:MAGOHB	ibd_uc_myeloid	ulcerative colitis	colon myeloid	6	6	0.5784588306638024	0.3399787591216854	False
gene:MAGOHB	ibd_uc_stromal	ulcerative colitis	colon stromal	6	6	0.8989328091255044	0.12442098592473244	False
gene:MAGOHB	psoriasis_keratinocyte	psoriasis	skin keratinocyte	3	3	1.518470458155587	0.07203246585022399	True
gene:MAGOHB	psoriasis_skin_apc	psoriasis	skin APC	3	3	0.7383937727430716	0.4328134728669966	False
gene:MAGOHB	psoriasis_skin_stromal	psoriasis	skin stromal	3	3	1.1816364113459266	0.18461679957326074	False
gene:MAGOHB	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	9	13	-0.16145998048944776	0.6880708988331269	False
gene:MAGOHB	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	11	14	-0.35771781067304975	0.3744798788780035	False
